clu	intron_length	meanUnprod	intron_length_bin
clu_103074	90	0.0230911796246649	<1kb
clu_103079	2819	0.0348068096514745	1-5kb
clu_103088	4902	0.038063726541555	1-5kb
clu_103089	469	0.134152091152815	<1kb
clu_10309	2054	0.0282719839142091	1-5kb
clu_103090	8327	0.0482633243967828	5-20kb
clu_103098	6396	0.0998848525469169	5-20kb
clu_103112	1540	0.0975379356568365	1-5kb
clu_103113	4252	0.0450682305630027	1-5kb
clu_103114	8657	0.0337917158176944	5-20kb
clu_103124	336	0.00970820375335121	<1kb
clu_103126	80	0.0172062198391421	<1kb
clu_103128	254	0.173112439678284	<1kb
clu_103132	305	0.026116273458445	<1kb
clu_10314	606	0.016519436997319	<1kb
clu_103140	650	0.00492884718498659	<1kb
clu_103142	155	0.0399728418230563	<1kb
clu_103145	2348	0.0487563538873995	1-5kb
clu_10315	5510	0.0105857104557641	5-20kb
clu_103156	2319	0.00745707774798928	1-5kb
clu_103161	304	0.0657878016085791	<1kb
clu_103165	341	0.0390271313672922	<1kb
clu_103168	1777	0.0131577211796247	1-5kb
clu_103172	1515	0.0402244235924933	1-5kb
clu_103173	830	0.0483012064343164	<1kb
clu_103174	1668	0.115772949061662	1-5kb
clu_103175	117	0.0031445308310992	<1kb
clu_103176	6484	0.188208525469169	5-20kb
clu_103182	2239	0.0108001072386059	1-5kb
clu_103185	1639	0.0177540482573727	1-5kb
clu_103187	2908	0.0115583109919571	1-5kb
clu_103188	954	0.00837378016085791	<1kb
clu_103192	4757	0.0114980697050938	1-5kb
clu_103194	6491	0.00890353887399464	5-20kb
clu_103195	943	0.0100433780160858	<1kb
clu_103196	485	0.0392810991957105	<1kb
clu_103197	2893	0.36142	1-5kb
clu_103198	2894	0.0569109383378016	1-5kb
clu_103200	1501	0.00247798927613941	1-5kb
clu_103201	5160	0.0859359785522788	5-20kb
clu_103202	5872	0.101213887399464	5-20kb
clu_103203	12465	0.667331072386059	5-20kb
clu_103204	10445	0.0903876675603217	5-20kb
clu_10322	2583	0.0683487935656836	1-5kb
clu_10336	49815	0.0200443967828418	20-50kb
clu_1034	8944	0.00451332439678284	5-20kb
clu_10346	2184	0.0260413672922252	1-5kb
clu_10355	4447	0.00499630026809652	1-5kb
clu_10358	2394	0.0112041554959786	1-5kb
clu_10359	23146	0.0127512868632708	20-50kb
clu_1036	7591	0.00106128686327078	5-20kb
clu_10362	5667	0.00547260053619303	5-20kb
clu_10363	3785	0.0369559517426273	1-5kb
clu_10364	5941	0.00742166219839142	5-20kb
clu_10365	2683	0.0250899195710456	1-5kb
clu_10367	23117	0.0234014209115282	20-50kb
clu_10368	655	0.0367635656836461	<1kb
clu_10369	630	0.0295416621983914	<1kb
clu_10370	267	0.105166380697051	<1kb
