clu	intron_length	meanUnprod	intron_length_bin
clu_121566	2160	0.00407085790884718	1-5kb
clu_121571	558	0.00559898123324397	<1kb
clu_121572	1658	0.0209208579088472	1-5kb
clu_121578	284	0.00333809651474531	<1kb
clu_12158	1448	0.161280589812332	1-5kb
clu_121581	150	0.00559731903485255	<1kb
clu_121586	1448	0.0204971045576408	1-5kb
clu_121588	2293	0.0443767828418231	1-5kb
clu_121619	934	0.0132666756032172	<1kb
clu_121629	7283	0.00267552278820375	5-20kb
clu_121630	4160	0.00172530831099196	1-5kb
clu_121644	4938	0.0652067560321716	1-5kb
clu_121665	169	0.0759034584450402	<1kb
clu_121669	2668	0.00832016085790885	1-5kb
clu_121678	975	0.0630248257372654	<1kb
clu_121680	121	0.00799211796246649	<1kb
clu_121683	107	0.0679146380697051	<1kb
clu_121686	1412	0.0272265683646113	1-5kb
clu_121695	568	0.0428956568364611	<1kb
clu_121697	15414	0.0154252278820375	5-20kb
clu_121702	5516	0.0664991152815013	5-20kb
clu_121718	883	0.0283976407506702	<1kb
clu_121723	398	0.0324356032171582	<1kb
clu_121724	138	0.0109944772117962	<1kb
clu_121725	226	0.00172986595174263	<1kb
clu_121727	801	0.00650844504021448	<1kb
clu_121739	101	0.0282699463806971	<1kb
clu_121744	165	0.0650357372654155	<1kb
clu_121747	981	0.175287345844504	<1kb
clu_121748	538	0.0426515013404826	<1kb
clu_121779	94	0.0360598659517426	<1kb
clu_121782	725	0.00941439678284182	<1kb
clu_121794	7156	0.00558142091152815	5-20kb
clu_121796	92	0.018958418230563	<1kb
clu_121812	160	0.0171491420911528	<1kb
clu_121813	357	0.0035557908847185	<1kb
clu_121815	218	0.0984380160857909	<1kb
clu_121816	352	0.0583201608579089	<1kb
clu_121834	92	0.00446670241286863	<1kb
clu_121839	85	0.00429415549597855	<1kb
clu_121844	224	0.0302646648793566	<1kb
clu_121847	15308	0.0724262466487936	5-20kb
clu_121851	36202	0.254354852546917	20-50kb
clu_121852	31258	0.0118726273458445	20-50kb
clu_121853	34574	0.0393725469168901	20-50kb
clu_121856	7969	0.0267502680965147	5-20kb
clu_121857	12496	0.153896487935657	5-20kb
clu_121858	2524	0.00763319034852547	1-5kb
clu_121859	3220	0.0608503217158177	1-5kb
clu_121863	663	0.0355400268096515	<1kb
clu_121866	256	0.0136289008042895	<1kb
clu_121869	18172	0.162887935656836	5-20kb
clu_121870	348	0.183142680965147	<1kb
clu_121871	4475	0.024034745308311	1-5kb
clu_121876	63258	0.192164611260054	>50kb
clu_121883	2575	0.00874820375335121	1-5kb
clu_121892	43732	0.0095101072386059	20-50kb
clu_12190	1269	0.0093429490616622	1-5kb
clu_121902	57855	0.0624796246648794	>50kb
clu_121903	14234	0.0120234316353887	5-20kb
clu_121905	4475	0.00934675603217158	1-5kb
clu_121906	2277	0.0192872117962466	1-5kb
clu_121910	281	0.0023271581769437	<1kb
clu_121916	20499	0.691516058981233	20-50kb
clu_121917	5649	0.015816836461126	5-20kb
clu_121948	1300	0.133204450402145	1-5kb
clu_121950	163	0.095114691689008	<1kb
clu_121951	762	0.0138549329758713	<1kb
clu_121952	4837	0.0585394638069705	1-5kb
clu_121961	5170	0.0296773726541555	5-20kb
clu_121968	882	0.0394847989276139	<1kb
clu_121974	188	0.183459651474531	<1kb
clu_121976	2504	0.0543924932975871	1-5kb
clu_121977	529	0.0358196246648794	<1kb
clu_121978	6003	0.101551072386059	5-20kb
clu_121985	1905	0.0532372117962467	1-5kb
clu_121988	2796	0.00176772117962466	1-5kb
clu_121989	2351	0.0225553351206434	1-5kb
clu_121990	511	0.00536943699731903	<1kb
clu_121993	667	0.00519501340482574	<1kb
clu_121995	1461	0.00262134048257373	1-5kb
clu_121996	1222	0.037677855227882	1-5kb
clu_122002	3126	0.011665764075067	1-5kb
clu_122011	5720	0.00470849865951743	5-20kb
clu_122012	1809	0.00127796246648794	1-5kb
clu_122037	1817	0.0161744235924933	1-5kb
clu_122054	5140	0.118593163538874	5-20kb
clu_12206	1572	0.108958820375335	1-5kb
clu_122060	2265	0.00874150134048257	1-5kb
clu_122062	680	0.00223949061662198	<1kb
clu_12208	506	0.011562144772118	<1kb
clu_122081	1269	0.00704718498659517	1-5kb
clu_122086	68261	0.00458680965147453	>50kb
clu_12209	8350	0.0248239946380697	5-20kb
clu_122090	1637	0.0115793029490617	1-5kb
clu_122091	1379	0.00413544235924933	1-5kb
clu_122106	350	0.00422571045576408	<1kb
clu_122111	1815	0.0619836461126005	1-5kb
clu_122113	13042	0.0250483914209115	5-20kb
clu_122115	3929	0.00148069705093834	1-5kb
clu_122120	4382	0.0279049061662198	1-5kb
clu_122128	14419	0.0910517694369973	5-20kb
clu_122138	1306	0.00895415549597855	1-5kb
clu_122140	628	0.00610517426273458	<1kb
clu_122143	2396	0.00311445040214477	1-5kb
clu_122148	3304	0.00807994638069705	1-5kb
clu_122154	5850	0.0262755764075067	5-20kb
clu_122155	12162	0.0156150134048257	5-20kb
clu_122158	2578	0.03973418230563	1-5kb
clu_122160	12293	0.0388653351206434	5-20kb
clu_122167	8985	0.00489184986595174	5-20kb
clu_122175	206	0.0214671849865952	<1kb
clu_122204	2092	0.0308497855227882	1-5kb
clu_122206	12004	0.0106427613941019	5-20kb
clu_122207	536	0.00614104557640751	<1kb
clu_122208	8040	0.00644573726541555	5-20kb
clu_122211	3086	0.173400026809651	1-5kb
clu_122212	752	0.0858381769436997	<1kb
clu_122218	1103	0.00983991957104558	1-5kb
clu_122219	12011	0.240012922252011	5-20kb
clu_122220	1885	0.0485750134048257	1-5kb
clu_122221	2380	0.0200515013404826	1-5kb
clu_122228	5975	0.125083243967828	5-20kb
clu_122234	453	0.0132222520107239	<1kb
clu_122237	68	0.294320831099196	<1kb
clu_122238	880	0.227423619302949	<1kb
clu_122240	11076	0.0273741286863271	5-20kb
clu_122243	705	0.00798037533512064	<1kb
clu_122244	432	0.0055544235924933	<1kb
clu_122245	142	0.0137158981233244	<1kb
clu_122246	222	0.0225696782841823	<1kb
clu_122252	1877	0.0547631367292225	1-5kb
clu_122253	3983	0.0908068632707775	1-5kb
clu_122256	3767	0.0187909115281501	1-5kb
clu_122259	1452	0.00168104557640751	1-5kb
clu_122260	3268	0.00266670241286863	1-5kb
clu_122262	9491	0.10838163538874	5-20kb
clu_122263	1762	0.0282430294906166	1-5kb
clu_122288	3576	0.0262949865951743	1-5kb
clu_122289	693	0.085281072386059	<1kb
clu_122293	660	0.0338607238605898	<1kb
clu_1223	1247	0.00213345844504021	1-5kb
clu_12234	1235	0.0598516621983914	1-5kb
clu_12241	8004	0.00546104557640751	5-20kb
clu_12242	2788	0.00816037533512064	1-5kb
clu_12259	2162	0.0119013404825737	1-5kb
clu_12265	1611	0.0290096246648794	1-5kb
clu_12267	294	0.00585782841823056	<1kb
clu_12269	587	0.0224675871313673	<1kb
clu_12272	554	0.0124339142091153	<1kb
clu_12282	579	0.00610008042895442	<1kb
clu_12283	12049	0.00784860589812332	5-20kb
clu_12284	6967	0.0345682573726542	5-20kb
clu_12288	1269	0.00784166219839142	1-5kb
clu_12291	884	0.00817780160857909	<1kb
clu_12292	148	0.0136225201072386	<1kb
clu_12307	1445	0.0174635388739946	1-5kb
clu_12350	3178	0.0141220375335121	1-5kb
clu_12353	1630	0.0126258445040214	1-5kb
clu_12355	914	0.0126523592493298	<1kb
clu_12356	367	0.00765037533512064	<1kb
clu_12362	84	0.466766568364611	<1kb
clu_12370	382	0.0202863002680965	<1kb
clu_12376	24469	0.0306311528150134	20-50kb
clu_12379	6057	0.048201581769437	5-20kb
clu_12380	414	0.0183350134048257	<1kb
clu_12381	1008	0.0185114209115281	1-5kb
clu_12382	5971	0.0237041286863271	5-20kb
clu_12400	13124	0.339979973190349	5-20kb
clu_12401	2312	0.0108020643431635	1-5kb
clu_12403	706	0.11315927613941	<1kb
clu_12404	15507	0.827635764075067	5-20kb
clu_12406	824	0.126280214477212	<1kb
clu_1241	24179	0.224114155495979	20-50kb
clu_12413	1720	0.0504679624664879	1-5kb
clu_12415	3930	0.00251806970509383	1-5kb
clu_124160	1827	0.00110008042895442	1-5kb
clu_124161	4819	0.00666512064343164	1-5kb
clu_124162	7558	0.0102754691689008	5-20kb
clu_124171	4473	0.0197501876675603	1-5kb
clu_124172	31464	0.0216422252010724	20-50kb
clu_124175	1277	0.00307474530831099	1-5kb
clu_124176	240	0.00905804289544236	<1kb
clu_124178	88	0.0104999731903485	<1kb
clu_12418	1924	0.00667707774798928	1-5kb
clu_124184	91	0.0538327613941019	<1kb
clu_124189	79	0.00489823056300268	<1kb
clu_12419	2728	0.0335040214477212	1-5kb
clu_124192	79	0.0381782037533512	<1kb
clu_124195	81	0.0176764343163539	<1kb
clu_124196	77	0.00484171581769437	<1kb
clu_12420	426	0.0122383646112601	<1kb
clu_124200	294	0.165001233243968	<1kb
clu_124201	132	0.0348869973190349	<1kb
clu_124205	213	0.0953087131367292	<1kb
clu_124206	85	0.289101313672922	<1kb
clu_12421	912	0.00409584450402145	<1kb
clu_124214	174	0.0029973726541555	<1kb
clu_124228	105	0.0201514477211796	<1kb
clu_124229	572	0.00561887399463807	<1kb
clu_12426	1012	0.156446353887399	1-5kb
clu_124276	31138	0.409930991957105	20-50kb
clu_12428	716	0.00227380697050938	<1kb
clu_124280	1925	0.0286961930294906	1-5kb
clu_12429	1389	0.00735935656836461	1-5kb
clu_124294	90	0.00137683646112601	<1kb
clu_124295	152	0.021756273458445	<1kb
clu_124321	112	0.00233109919571046	<1kb
clu_124322	134	0.438037908847185	<1kb
clu_124323	391	0.0981428418230563	<1kb
clu_124325	97	0.054506273458445	<1kb
clu_124326	258	0.00716117962466488	<1kb
clu_124327	5795	0.0165530294906166	5-20kb
clu_124329	3328	0.00149758713136729	1-5kb
clu_124330	1327	0.00699994638069705	1-5kb
clu_124331	1342	0.0246005898123324	1-5kb
clu_124337	361	0.0761619034852547	<1kb
clu_124342	90	0.0551078284182306	<1kb
clu_124345	1494	0.018701072386059	1-5kb
clu_124348	390	0.256676568364611	<1kb
clu_124352	219	0.0275697050938338	<1kb
clu_124354	197	0.100450938337802	<1kb
clu_124356	452	0.075640563002681	<1kb
clu_124359	118	0.0300664343163539	<1kb
clu_124361	268	0.0261049329758713	<1kb
clu_124387	6551	0.000763190348525469	5-20kb
clu_124389	253	0.00423855227882038	<1kb
clu_124444	112	0.00363117962466488	<1kb
clu_124466	3202	0.320984691689008	1-5kb
clu_124468	3377	0.00908292225201072	1-5kb
clu_124479	2585	0.0223090884718499	1-5kb
clu_124483	9824	0.146881233243968	5-20kb
clu_124486	4130	0.0216618498659517	1-5kb
clu_124495	711	0.000616997319034853	<1kb
clu_124496	1511	0.000789544235924933	1-5kb
clu_124497	829	0.00799469168900804	<1kb
clu_124501	674	0.0204921715817694	<1kb
clu_124519	1840	0.0104061662198391	1-5kb
clu_124520	9956	0.0133519571045576	5-20kb
clu_124521	514	0.0065543163538874	<1kb
clu_124522	122	0.0303087131367292	<1kb
clu_124523	812	0.0158367292225201	<1kb
clu_124525	515	0.137040804289544	<1kb
clu_124526	10151	0.0116443699731903	5-20kb
clu_124530	2302	0.0279545308310992	1-5kb
clu_124531	2824	0.0224313404825737	1-5kb
clu_124552	2808	0.130961876675603	1-5kb
clu_124554	83	0.0435561394101877	<1kb
clu_124555	716	0.0678852278820375	<1kb
clu_124556	688	0.0430878284182306	<1kb
clu_124560	283	0.0286741286863271	<1kb
clu_124562	93	0.000951983914209115	<1kb
clu_124564	12161	0.0285685790884719	5-20kb
clu_124573	1449	0.0681204825737265	1-5kb
clu_124574	694	0.185187533512064	<1kb
clu_124575	1251	0.0142821715817694	1-5kb
clu_124579	82	0.0152040750670241	<1kb
clu_124580	1887	0.0226397855227882	1-5kb
clu_124581	2129	0.175745978552279	1-5kb
clu_124585	1021	0.0274435120643432	1-5kb
clu_124587	9630	0.0183490616621984	5-20kb
clu_124589	1260	0.001571581769437	1-5kb
clu_124591	1219	0.00260391420911528	1-5kb
clu_124611	7964	0.320819142091153	5-20kb
clu_124620	823	0.0491331367292225	<1kb
clu_124626	12009	0.125572037533512	5-20kb
clu_124683	2844	0.0152628418230563	1-5kb
clu_124684	2126	0.0646326809651475	1-5kb
clu_124685	1937	0.0406280160857909	1-5kb
clu_124688	93	0.0184580697050938	<1kb
clu_124689	2061	0.0131297050938338	1-5kb
clu_124691	529	0.0216667024128686	<1kb
clu_124698	18475	0.102035710455764	5-20kb
clu_124701	76135	0.0219370777479893	>50kb
clu_124707	10115	0.00269329758713137	5-20kb
clu_124708	35556	0.00236201072386059	20-50kb
clu_124709	69193	0.00468112600536193	>50kb
clu_124711	6939	0.049509490616622	5-20kb
clu_124712	2257	0.0533655764075067	1-5kb
clu_124721	1001	0.00183101876675603	1-5kb
clu_124722	2657	0.01722	1-5kb
clu_124723	304	0.00536032171581769	<1kb
clu_124724	1935	0.00511581769436997	1-5kb
clu_124743	1359	0.0100269705093834	1-5kb
clu_124744	2951	0.0104535120643432	1-5kb
clu_124750	1289	0.0117454959785523	1-5kb
clu_124754	2915	0.095557855227882	1-5kb
clu_124755	88	0.0831797319034853	<1kb
clu_124757	198	0.00492584450402145	<1kb
clu_124758	724	0.010083726541555	<1kb
clu_124796	6176	0.0114783109919571	5-20kb
clu_124800	9686	0.0971295174262735	5-20kb
clu_124807	58333	0.103301313672922	>50kb
clu_124808	98513	0.0497362198391421	>50kb
clu_124817	1666	0.698335710455764	1-5kb
clu_124837	1359	0.0084129490616622	1-5kb
clu_124838	1977	0.719824316353887	1-5kb
clu_124839	1666	0.456368418230563	1-5kb
clu_124869	1876	0.0945245576407507	1-5kb
clu_124876	3239	0.00277466487935657	1-5kb
clu_124877	838	0.000146729222520107	<1kb
clu_124881	3047	0.0330750402144772	1-5kb
clu_124882	158	0.0112786863270777	<1kb
clu_124884	761	0.00462209115281501	<1kb
clu_124885	1117	0.00555203753351206	1-5kb
clu_124886	2570	0.00673187667560322	1-5kb
clu_124895	963	0.0279776943699732	<1kb
clu_124897	168	0.0200647721179625	<1kb
clu_124903	3705	0.0172430831099196	1-5kb
clu_124911	3059	0.00662672922252011	1-5kb
clu_124914	3287	0.00159426273458445	1-5kb
clu_124930	2437	0.0120544772117962	1-5kb
clu_124934	195	0.0659892225201072	<1kb
clu_124935	1292	0.63096	1-5kb
clu_124958	2052	0.0161929490616622	1-5kb
clu_124965	5212	0.159812439678284	5-20kb
clu_124996	4075	0.543093619302949	1-5kb
clu_124998	9717	0.192888123324397	5-20kb
clu_125014	257	0.00849345844504021	<1kb
clu_125015	15052	0.0410820375335121	5-20kb
clu_125026	1524	0.0489072654155496	1-5kb
clu_125027	2266	0.0148508579088472	1-5kb
clu_125033	1558	0.103171286863271	1-5kb
clu_125035	3293	0.112650991957105	1-5kb
clu_125041	1815	0.0280002144772118	1-5kb
clu_125042	1315	0.0358837801608579	1-5kb
clu_125046	7445	0.0208738605898123	5-20kb
clu_125047	4900	0.144174691689008	1-5kb
clu_125049	7270	0.0112150938337802	5-20kb
clu_125054	6347	0.00437176943699732	5-20kb
clu_125056	158	0.00653276139410188	<1kb
clu_125071	6164	0.00368308310991957	5-20kb
clu_125079	557	0.00662621983914209	<1kb
clu_125101	897	0.0235225737265416	<1kb
clu_125102	1282	0.0278204825737265	1-5kb
clu_125103	3288	0.0794825469168901	1-5kb
clu_125104	3608	0.00589686327077748	1-5kb
clu_12512	794	0.00452034852546917	<1kb
clu_125121	7728	0.00211785522788204	5-20kb
clu_125129	4227	0.0363107506702413	1-5kb
clu_125133	1279	0.292651769436997	1-5kb
clu_125150	587	0.00062656836461126	<1kb
clu_125153	258	0.0027513672922252	<1kb
clu_125159	107	0.00860120643431635	<1kb
clu_125160	5003	0.0293439410187668	5-20kb
clu_125162	4459	0.017439436997319	1-5kb
clu_125170	9606	0.0345121179624665	5-20kb
clu_12518	4129	0.0105047721179625	1-5kb
clu_125184	77	0.181892680965147	<1kb
clu_125187	4067	0.203685040214477	1-5kb
clu_125189	9865	0.5018218230563	5-20kb
clu_12520	1249	0.125431233243968	1-5kb
clu_12521	5863	0.0188114477211796	5-20kb
clu_125225	641	0.0883645308310992	<1kb
clu_125226	11140	0.0097870509383378	5-20kb
clu_125229	259	0.000731662198391421	<1kb
clu_12524	18635	0.00702034852546917	5-20kb
clu_125254	1989	0.0198946380697051	1-5kb
clu_125255	105	0.00873839142091153	<1kb
clu_125257	108	0.0239318766756032	<1kb
clu_12526	3925	0.00556731903485255	1-5kb
clu_125260	84	0.290857077747989	<1kb
clu_125265	1927	0.122027801608579	1-5kb
clu_12527	814	0.00664297587131367	<1kb
clu_12530	9816	0.0228955764075067	5-20kb
clu_125305	80	0.00381729222520107	<1kb
clu_12531	1465	0.0257230026809651	1-5kb
clu_125311	397	0.0762509651474531	<1kb
clu_125312	1093	0.0141827345844504	1-5kb
clu_125320	573	0.0233972922252011	<1kb
clu_125324	156	0.0379096514745308	<1kb
clu_125326	198	0.0483420643431635	<1kb
clu_125328	94	0.0152560589812332	<1kb
clu_125333	869	0.0197900536193029	<1kb
clu_125334	3640	0.0120706702412869	1-5kb
clu_125335	92	0.00431836461126005	<1kb
clu_125341	85	0.0781741018766756	<1kb
clu_125345	1969	0.00153747989276139	1-5kb
clu_12537	9981	0.0750768900804289	5-20kb
clu_12538	2607	0.0530344772117962	1-5kb
clu_125395	11462	0.0193949061662198	5-20kb
clu_125397	3835	0.00163801608579088	1-5kb
clu_125398	2884	0.0687768096514745	1-5kb
clu_125400	2652	0.0118208847184987	1-5kb
clu_125403	1332	0.0312066219839142	1-5kb
clu_125404	5524	0.0339025737265416	5-20kb
clu_125416	14600	0.0115847989276139	5-20kb
clu_125417	5191	0.0138821983914209	5-20kb
clu_125421	2424	0.0351296514745308	1-5kb
clu_125423	650	0.0268371313672922	<1kb
clu_125424	11553	0.0449383109919571	5-20kb
clu_125435	52863	0.0106554691689008	>50kb
clu_125436	22497	0.0156332171581769	20-50kb
clu_125446	2885	0.0129352815013405	1-5kb
clu_125447	3271	0.0214679356568365	1-5kb
clu_12545	402	0.0602703753351206	<1kb
clu_125453	620	0.00301723860589812	<1kb
clu_125454	271	0.00242386058981233	<1kb
clu_125456	1548	0.00743823056300268	1-5kb
clu_125457	9936	0.0331592761394102	5-20kb
clu_125458	13167	0.0105794101876676	5-20kb
clu_125459	2277	0.0157969436997319	1-5kb
clu_12546	4626	0.263164396782842	1-5kb
clu_125461	310	0.00284316353887399	<1kb
clu_125463	1695	0.0268496514745308	1-5kb
clu_125478	17230	0.0760395710455764	5-20kb
clu_125519	12357	0.0021428418230563	5-20kb
clu_125522	4827	0.0112729222520107	1-5kb
clu_125527	1209	0.0307719839142091	1-5kb
clu_125532	3732	0.0171642091152815	1-5kb
clu_125557	7175	0.372744423592493	5-20kb
clu_125566	348	0.0309983914209115	<1kb
clu_125570	5757	0.0110922788203753	5-20kb
clu_125571	788	0.00654	<1kb
clu_125573	2336	0.00561855227882038	1-5kb
clu_125574	1597	0.00259739946380697	1-5kb
clu_125575	1610	0.00477927613941019	1-5kb
clu_125583	30216	0.115822412868633	20-50kb
clu_125585	2625	0.0134587131367292	1-5kb
clu_125610	2005	0.0871514477211796	1-5kb
clu_125614	4066	0.00904217158176944	1-5kb
clu_125616	247	0.00171096514745308	<1kb
clu_125619	136	0.0107508579088472	<1kb
clu_125620	3169	0.0444513136729223	1-5kb
clu_125622	1564	0.0542924932975871	1-5kb
clu_125630	75	0.0027258981233244	<1kb
clu_125633	80	0.046298418230563	<1kb
clu_125634	219	0.0296351742627346	<1kb
clu_125636	2084	0.107434101876676	1-5kb
clu_125641	72	0.00868855227882038	<1kb
clu_125643	7755	0.0542746112600536	5-20kb
clu_125666	1349	0.00788504021447721	1-5kb
clu_125671	111	0.0170439678284182	<1kb
clu_125673	107	0.00830217158176944	<1kb
clu_125676	116	0.00906498659517426	<1kb
clu_125684	3273	0.0191998123324397	1-5kb
clu_125685	6252	0.0604555495978552	5-20kb
clu_12569	42342	0.087466273458445	20-50kb
clu_125690	667	0.037787345844504	<1kb
clu_125691	119	0.00548764075067024	<1kb
clu_125698	471	0.0195318498659517	<1kb
clu_125699	103	0.000557801608579089	<1kb
clu_125702	79	0.154220214477212	<1kb
clu_125705	148	0.0171451742627346	<1kb
clu_125709	97	0.00428766756032172	<1kb
clu_125713	160	0.00900096514745308	<1kb
clu_125716	2217	0.0238263002680965	1-5kb
clu_125728	117	0.0743070777479893	<1kb
clu_125741	975	0.005261581769437	<1kb
clu_125753	1618	0.00875463806970509	1-5kb
clu_125754	3842	0.122960348525469	1-5kb
clu_125755	12224	0.00264042895442359	5-20kb
clu_125756	1639	0.0158905898123324	1-5kb
clu_125763	588	0.0208336461126005	<1kb
clu_125765	2610	0.00754479892761394	1-5kb
clu_125796	762	0.00989630026809651	<1kb
clu_125797	2433	0.0171562198391421	1-5kb
clu_125805	5131	0.00947013404825737	5-20kb
clu_125807	39415	0.159737855227882	20-50kb
clu_125809	553	0.00895538873994638	<1kb
clu_125811	3116	0.0594024664879357	1-5kb
clu_125812	789	0.0658379892761394	<1kb
clu_125825	4730	0.0299292225201072	1-5kb
clu_125827	32683	0.00696777479892761	20-50kb
clu_125829	17960	0.00530793565683646	5-20kb
clu_125832	8617	0.0066172654155496	5-20kb
clu_125836	863	0.00632654155495979	<1kb
clu_125840	1955	0.030068981233244	1-5kb
clu_125856	2570	0.0537738337801609	1-5kb
clu_12586	4347	0.00753292225201072	1-5kb
clu_125860	1558	0.00620069705093834	1-5kb
clu_125862	2648	0.00225967828418231	1-5kb
clu_125866	11869	0.18271855227882	5-20kb
clu_125870	2184	0.0800913941018767	1-5kb
clu_125887	10304	0.124554638069705	5-20kb
clu_12592	2493	0.0301548525469169	1-5kb
clu_125927	1565	0.0257685522788204	1-5kb
clu_125928	3672	0.00597439678284182	1-5kb
clu_125931	2421	0.0902217962466488	1-5kb
clu_125933	2699	0.0956293297587131	1-5kb
clu_125946	2668	0.00823335120643432	1-5kb
clu_125948	3507	0.0131021179624665	1-5kb
clu_125949	132	0.0217681769436997	<1kb
clu_125950	3938	0.00838670241286863	1-5kb
clu_125951	14146	0.0260616085790885	5-20kb
clu_125952	4931	0.0207127345844504	1-5kb
clu_125963	895	0.0121415013404826	<1kb
clu_125965	10981	0.0252084986595174	5-20kb
clu_125966	89907	0.0570902412868633	>50kb
clu_125967	16615	0.00835772117962466	5-20kb
clu_125979	2736	0.0318414745308311	1-5kb
clu_125980	5052	0.0302218498659517	5-20kb
clu_125981	1313	0.0570341018766756	1-5kb
clu_125984	5854	0.0078011528150134	5-20kb
clu_125995	15436	0.0110619839142091	5-20kb
clu_125997	1499	0.00156391420911528	1-5kb
clu_126003	445	0.00378128686327078	<1kb
clu_126008	1253	0.00585219839142091	1-5kb
clu_126009	1053	0.0100646380697051	1-5kb
clu_126012	3820	0.0607109383378016	1-5kb
clu_126013	2223	0.0135895978552279	1-5kb
clu_126022	698	0.0235818230563003	<1kb
clu_126032	4609	0.0208809919571046	1-5kb
clu_126037	2584	0.0133518230563003	1-5kb
clu_126038	8309	0.0721264879356568	5-20kb
clu_126044	511	0.00431839142091153	<1kb
clu_12606	3417	0.0194203217158177	1-5kb
clu_126061	2375	0.0194659249329759	1-5kb
clu_126063	13044	0.0235482841823056	5-20kb
clu_126075	274	0.0128681769436997	<1kb
clu_126076	798	0.0106726809651475	<1kb
clu_126077	1567	0.0100734316353887	1-5kb
clu_126079	3627	0.00262367292225201	1-5kb
clu_126080	3751	0.00671265415549598	1-5kb
clu_126086	1906	0.00612203753351206	1-5kb
clu_126091	1131	0.00665477211796247	1-5kb
clu_126092	4290	0.0892740482573727	1-5kb
clu_126099	4752	0.0476866756032172	1-5kb
clu_126102	83	0.00501093833780161	<1kb
clu_126104	2362	0.00726957104557641	1-5kb
clu_126105	108	0.00638769436997319	<1kb
clu_126106	101	0.00611991957104558	<1kb
clu_126107	417	0.0112591420911528	<1kb
clu_126109	81	0.0171065415549598	<1kb
clu_126124	301	0.0195808042895442	<1kb
clu_126126	76	0.00594941018766756	<1kb
clu_126138	3481	0.053137345844504	1-5kb
clu_126142	1354	0.0143082573726542	1-5kb
clu_126143	734	0.177595013404826	<1kb
clu_126146	1259	0.0111178016085791	1-5kb
clu_126166	2153	0.0231239142091153	1-5kb
clu_126167	3880	0.00448643431635389	1-5kb
clu_126168	14022	0.170079678284182	5-20kb
clu_126169	11588	0.0954548257372654	5-20kb
clu_126171	56606	0.152244128686327	>50kb
clu_126198	158	0.00834871313672922	<1kb
clu_126199	188	0.0340429490616622	<1kb
clu_126200	440	0.0760245308310992	<1kb
clu_126201	2020	0.0209841286863271	1-5kb
clu_126202	2235	0.02644418230563	1-5kb
clu_126203	2867	0.10030235924933	1-5kb
clu_126204	2599	0.0305236193029491	1-5kb
clu_126205	304	0.0529263002680965	<1kb
clu_126206	2985	0.0541084450402145	1-5kb
clu_126207	126	0.0113476675603217	<1kb
clu_12627	5384	0.302414101876676	5-20kb
clu_12633	558	0.0115751474530831	<1kb
clu_12634	8990	0.0134584450402145	5-20kb
clu_12643	4018	0.0155689544235925	1-5kb
clu_12645	588	0.0104516353887399	<1kb
clu_1266	2267	0.00736887399463807	1-5kb
clu_12668	1904	0.0741744772117962	1-5kb
clu_12669	17715	0.107060643431635	5-20kb
clu_12670	7205	0.0193406702412869	5-20kb
clu_12672	3536	0.00857211796246649	1-5kb
clu_12675	4083	0.0010226273458445	1-5kb
clu_12676	3360	0.0202220375335121	1-5kb
clu_12677	6694	0.0546038069705094	5-20kb
clu_12678	4902	0.00807981233243968	1-5kb
clu_12682	920	0.018321528150134	<1kb
clu_12684	2278	0.00496329758713137	1-5kb
clu_12692	2178	0.00948509383378016	1-5kb
clu_12693	1220	0.0103211260053619	1-5kb
clu_12697	3045	0.0121290080428954	1-5kb
clu_12701	124	0.00709042895442359	<1kb
clu_12702	1317	0.00719742627345844	1-5kb
clu_12710	2172	0.0107561662198391	1-5kb
clu_12713	11742	0.0420395710455764	5-20kb
clu_12714	14613	0.0230969436997319	5-20kb
clu_12715	9684	0.00938646112600536	5-20kb
clu_12718	427	0.000435522788203753	<1kb
clu_12725	86755	0.0363127882037534	>50kb
clu_1274	3281	0.00583946380697051	1-5kb
clu_1275	33715	0.00930772117962467	20-50kb
clu_12752	40844	0.0165226273458445	20-50kb
clu_12754	204	0.0610847184986595	<1kb
clu_12756	606	0.0141856836461126	<1kb
clu_1277	393	0.00324319034852547	<1kb
clu_12770	1377	0.0458446648793566	1-5kb
clu_127730	4637	0.015527399463807	1-5kb
clu_127739	321	0.0361074530831099	<1kb
clu_12774	7724	0.0716722520107239	5-20kb
clu_12775	1484	0.0116569436997319	1-5kb
clu_127755	4730	0.00164908847184987	1-5kb
clu_127758	394	0.00445697050938338	<1kb
clu_127761	299	0.0105536997319035	<1kb
clu_127772	116	0.00556436997319035	<1kb
clu_127774	18016	0.0183638605898123	5-20kb
clu_12778	7186	0.190433619302949	5-20kb
clu_127782	3856	0.0214022520107239	1-5kb
clu_127784	464	0.0460042895442359	<1kb
clu_127786	261	0.0110798123324397	<1kb
clu_127793	27051	0.0016897855227882	20-50kb
clu_127848	929	0.0108952278820375	<1kb
clu_12785	3289	0.0756214477211796	1-5kb
clu_127852	266	0.0122061394101877	<1kb
clu_127855	112	0.00248174262734584	<1kb
clu_127861	3466	0.0485735120643432	1-5kb
clu_127864	685	0.0245235924932976	<1kb
clu_127866	108	0.0406780965147453	<1kb
clu_127867	2210	0.00580879356568365	1-5kb
clu_127870	44676	0.0279799195710456	20-50kb
clu_127871	91	0.0138421983914209	<1kb
clu_127877	252	0.0111141286863271	<1kb
clu_127878	483	0.0585591420911528	<1kb
clu_127881	753	0.00640605898123324	<1kb
