Gene_name	medUPratio	meanrpkm	rpkm_bin
DPP9	0.00823	1.95856626803322	Q4
DPY19L3	0.0317	0.138061047553096	Q1 - lowly expressed
DPY19L4	0.00952	0.133645657519648	Q1 - lowly expressed
DPY30	0.02245	0.797500418975173	Q3
DR1	0.00578	0.931720338082111	Q3
DRAM1	0.04626	0.274243238858583	Q2
DRAM2	0.04302	6.46055740587228	Q5 - highly expressed
DRG1	0.0028	0.769696934907047	Q3
DRG2	0.00601	3.31485189437471	Q4
DROSHA	0.00636	0.959982400932287	Q3
DSCAML1	0.08772	0.0053926467132751	Q1 - lowly expressed
DSCC1	0.01212	1.06085618552987	Q3
DSE	0.02193	0.0840975141055795	Q1 - lowly expressed
DSN1	0.00454	1.25831520793347	Q3
DST	0.00047	0.372747685963399	Q2
DTL	0.00091	0.990010924568053	Q3
DTNB	0.01099	0.0345681227303489	Q1 - lowly expressed
DTNBP1	0.01149	0.232333516257421	Q2
DTWD1	0.13139	0.262032176551353	Q2
DTX4	0.00409	0.562340036063701	Q2
DTYMK	0.04159	3.98118658311228	Q4
DUS1L	0.00052	14.7510720129573	Q5 - highly expressed
DUS2	0.00139	0.656347190298925	Q3
DUS3L	0.002	4.35372336267846	Q5 - highly expressed
DUS4L-BCAP29	0.01511	0.533844689479306	Q2
DUSP10	0.01739	0.300543658396852	Q2
DUSP11	0.00295	2.48742303813191	Q4
DUSP12	0.04255	3.11260068906602	Q4
DUSP16	0.01456	0.326791232449138	Q2
DUSP22	0.00182	1.0353808347294	Q3
DUSP28	0.03571	0.241118519069294	Q2
DUSP5	0.00788	2.72492153748304	Q4
DUT	0.00098	20.3964882806785	Q5 - highly expressed
DVL2	0.00517	5.43471603752504	Q5 - highly expressed
DVL3	0.00403	3.03774404466994	Q4
DXO	0.02885	3.48094998218694	Q4
DYM	0.00996	0.166622507408479	Q1 - lowly expressed
DYNC1H1	0.00014	3.99726476936908	Q4
DYNC1LI2	0.00662	0.735515838189837	Q3
DYNC2I1	0.00913	0.203709555787444	Q1 - lowly expressed
DYNC2I2	0.0104	2.43393787624052	Q4
DYNLL2	0.00862	1.60967572865672	Q4
DYNLT2B	0.02358	0.651649756448094	Q3
DYRK4	0.11607	0.311785435518537	Q2
DZANK1	0.00671	0.0736069055791097	Q1 - lowly expressed
DZIP3	0.00583	0.434480679531583	Q2
E2F2	0.03333	0.165528874099766	Q1 - lowly expressed
E2F4	0.00466	14.0549365078356	Q5 - highly expressed
E2F5	0.00606	0.614529719490698	Q3
E2F6	0.00952	0.429303023196331	Q2
E2F7	0.0069	0.284732638424222	Q2
E2F8	0.00521	0.975034902093694	Q3
E4F1	0.01365	1.44132578487503	Q3
EAF1	0.01254	0.369612489323245	Q2
EAF2	0.03071	0.766279154658497	Q3
EAPP	0.00562	1.16171585656928	Q3
EARS2	0.03741	0.542147714979842	Q2
EBAG9	0.00297	1.06778663080449	Q3
EBF1	0.02875	0.0601420828278455	Q1 - lowly expressed
EBI3	0.00169	15.367834905083	Q5 - highly expressed
EBPL	0.00357	0.501025195479353	Q2
ECH1	0.00125	19.9256285730982	Q5 - highly expressed
ECHDC1	0.00128	0.683495687882423	Q3
ECHDC2	0.09091	0.449603397830459	Q2
ECHDC3	0.01695	0.207185047903832	Q1 - lowly expressed
ECHS1	0.00197	13.0056272043795	Q5 - highly expressed
ECI2	0.0019	2.86749404253443	Q4
ECPAS	0.00133	3.03483619178148	Q4
ECT2	0.00134	0.825365376776786	Q3
EDC4	0.00292	10.8767855527367	Q5 - highly expressed
EDEM1	0.00366	3.71403377881862	Q4
EDEM2	0.04441	1.05798417536649	Q3
EDEM3	0.01183	0.278807627222708	Q2
EDF1	0.00072	99.8410160967708	Q5 - highly expressed
EDRF1	0.01258	1.53031247594222	Q4
EEA1	0.00452	0.205164293978854	Q1 - lowly expressed
EED	0.00319	1.81795819452966	Q4
EEF1A1	0.00478	539.887220328228	Q5 - highly expressed
EEF1AKMT1	0.09868	0.15594808080309	Q1 - lowly expressed
EEF1AKMT2	0.04815	0.414614014751258	Q2
EEF1B2	0.00089	374.307033896297	Q5 - highly expressed
EEF1D	0.00018	24.7074672747658	Q5 - highly expressed
EEF1G	0.00123	333.291911251072	Q5 - highly expressed
EEF2	0.00015	358.221520055347	Q5 - highly expressed
EEF2K	0.00922	0.41885237154306	Q2
EEF2KMT	0.04808	0.41786813966875	Q2
EEFSEC	0.0023	0.0827063904415953	Q1 - lowly expressed
EFCAB11	0.00995	0.0491684202840127	Q1 - lowly expressed
EFCAB13	0.01408	0.0502957308957876	Q1 - lowly expressed
EFCAB14	0.00585	1.10010117616658	Q3
EFCAB2	0.02941	0.0252791279994622	Q1 - lowly expressed
EFCAB7	0.00541	0.260233193530764	Q2
EFEMP2	0.0303	0.614819066284942	Q3
EFHC1	0.01429	0.0322089466357273	Q1 - lowly expressed
EFHD2	0.01008	2.04277999128786	Q4
EFL1	0.0032	0.331386053380942	Q2
EFNA4-EFNA3	0.15556	0.18984791071215	Q1 - lowly expressed
EFR3A	0.00333	0.789786374598299	Q3
EFTUD2	0.00041	6.95893627098006	Q5 - highly expressed
EGLN3	0.03497	0.0539125121466811	Q1 - lowly expressed
EHBP1	0.00662	0.145658687987974	Q1 - lowly expressed
EHBP1L1	0.0185	5.23435593435166	Q5 - highly expressed
EHMT1	0.01002	0.73510710702488	Q3
EHMT2	0.00801	5.71392041032494	Q5 - highly expressed
EI24	0.00362	5.29323876001506	Q5 - highly expressed
EID2B	0.99999	0.0597968139022758	Q1 - lowly expressed
EIF1	0.00015	137.891482240163	Q5 - highly expressed
EIF2A	0.00231	6.29399898750749	Q5 - highly expressed
EIF2AK1	0.00923	4.7138230827446	Q5 - highly expressed
EIF2AK2	0.00289	2.29906897322757	Q4
EIF2AK3	0.01227	0.487146017166935	Q2
EIF2AK4	0.0018	1.45868699642701	Q3
EIF2B1	0.00104	5.07098584924164	Q5 - highly expressed
EIF2B2	0.00208	4.30583094194297	Q4
EIF2B3	0.00257	0.434139982828677	Q2
EIF2B4	0.00751	8.67366718489076	Q5 - highly expressed
EIF2B5	0.00996	8.99131219716622	Q5 - highly expressed
EIF2D	0.00931	4.63189643375196	Q5 - highly expressed
EIF2S1	0.00067	4.23643138387319	Q4
EIF2S2	0.00725	11.291833303875	Q5 - highly expressed
EIF3A	0.00062	9.74162738374371	Q5 - highly expressed
EIF3B	0.00035	17.1205114404777	Q5 - highly expressed
EIF3C	0.00094	12.6504770366022	Q5 - highly expressed
EIF3CL	1e-04	21.7074611630166	Q5 - highly expressed
EIF3D	0.00044	39.0062249307567	Q5 - highly expressed
EIF3E	6e-05	3.77558987301657	Q4
EIF3F	0.00062	12.9980943374226	Q5 - highly expressed
EIF3G	0.00423	56.9706571577541	Q5 - highly expressed
EIF3H	6e-04	5.56918841405216	Q5 - highly expressed
EIF3I	0.00078	25.3202834109391	Q5 - highly expressed
EIF3J	0.00704	3.58219616391002	Q4
EIF3K	0.00048	25.601350342579	Q5 - highly expressed
EIF3L	0.00021	19.5039259110694	Q5 - highly expressed
EIF3M	0.00041	26.5163584612428	Q5 - highly expressed
EIF4A1	0.00013	269.764552689119	Q5 - highly expressed
EIF4A2	0.07926	70.7852055785007	Q5 - highly expressed
EIF4B	0.00439	26.945683949746	Q5 - highly expressed
EIF4E	0.00065	2.05459185117733	Q4
EIF4ENIF1	0.00124	0.936088999112734	Q3
EIF4G1	0.00086	29.9464968730777	Q5 - highly expressed
EIF4G2	0.00051	99.5074295793284	Q5 - highly expressed
EIF4G3	0.00468	0.355769658694636	Q2
EIF5B	0.00177	4.86133318907886	Q5 - highly expressed
EIPR1	0.00157	0.276673895008531	Q2
ELAC1	0.01389	0.180170519966942	Q1 - lowly expressed
ELAC2	0.00269	7.66114792900933	Q5 - highly expressed
ELAVL1	0.00546	1.64813757731587	Q4
ELF1	0.00685	0.447451046548045	Q2
ELF2	0.02575	0.0983540500959515	Q1 - lowly expressed
ELK4	0.02885	0.180298421347881	Q1 - lowly expressed
ELL2	0.02579	1.34230089621659	Q3
ELL3	0.0092	2.74362217349916	Q4
ELMO1	0.00657	0.247702700672795	Q2
ELMO2	0.00266	0.870116079663938	Q3
ELMOD3	0.0791	0.29014861999316	Q2
ELOA	0.0012	2.42755515779544	Q4
ELOC	0.00177	2.46556600274604	Q4
ELOVL1	0.00105	14.8737111388214	Q5 - highly expressed
ELOVL5	0.00121	0.830427826177259	Q3
ELOVL6	0.1	0.0268291859038643	Q1 - lowly expressed
ELP1	0.00103	1.67519450604749	Q4
ELP2	0.00463	3.01241888330976	Q4
ELP3	0.00323	0.712486735191612	Q3
ELP6	0.00691	1.89592168137743	Q4
EMC1	0.00645	1.50948730665822	Q4
EMC10	0.00548	2.69481646497348	Q4
EMC2	0.00218	1.86231439461661	Q4
EMC3	0.00187	1.35157619455073	Q3
EMC7	0.00155	1.98329795752505	Q4
EMC8	0.00324	0.806726827467296	Q3
EME1	0.00694	1.45769399834615	Q3
EME2	0.04762	0.161672188381637	Q1 - lowly expressed
EMG1	0.0021	7.89831177687572	Q5 - highly expressed
EMID1	0.08488	0.952742473799286	Q3
EML2	0.01302	3.65164730243919	Q4
EML3	0.00305	9.57829255229143	Q5 - highly expressed
EML4	0.00301	0.468213616494964	Q2
EMSY	0.01465	0.1566126954017	Q1 - lowly expressed
ENDOG	0.03158	1.70571058204483	Q4
ENGASE	0.05618	0.774885357215882	Q3
ENO1	0.00015	366.105012412207	Q5 - highly expressed
ENO2	0.00083	24.9816837951829	Q5 - highly expressed
ENO3	0.01613	1.24964612601132	Q3
ENOSF1	0.03759	1.03915538690732	Q3
ENSA	0.00058	4.86203389405844	Q5 - highly expressed
ENSG00000111780	0.03636	6.04992109676783	Q5 - highly expressed
ENSG00000170846	0.5	0.037912199773565	Q1 - lowly expressed
ENSG00000203546	0.32143	0.0774181942577458	Q1 - lowly expressed
ENSG00000248751	0.00976	1.6138419712827	Q4
ENSG00000249141	0.00526	3.49264387521607	Q4
ENSG00000249624	0.00726	1.75252671542242	Q4
ENSG00000254692	0.00934	4.96444430977344	Q5 - highly expressed
ENSG00000255730	0.00232	1.15030699663848	Q3
ENSG00000255835	0.00416	1.9855259845565	Q4
ENSG00000256646	0.00095	21.6869912140605	Q5 - highly expressed
ENSG00000258529	0.03704	0.436229171799252	Q2
ENSG00000258881	0.02892	0.326868506532658	Q2
ENSG00000260007	0.01377	0.826063829746172	Q3
ENSG00000260537	0.00253	1.55497912256963	Q4
ENSG00000262660	0.01006	8.01691700536307	Q5 - highly expressed
ENSG00000264668	0.03571	0.0933686817022938	Q1 - lowly expressed
ENSG00000267140	0.01215	0.462626525455536	Q2
ENSG00000267360	0.0303	0.046718790959995	Q1 - lowly expressed
ENSG00000267618	0.00621	0.381850763951347	Q2
ENSG00000268533	0.24242	0.0738425173178096	Q1 - lowly expressed
ENSG00000268790	0.06375	0.668854215597216	Q3
ENSG00000272772	0.00104	6.4007845294521	Q5 - highly expressed
ENSG00000272822	0.00385	3.1640892916347	Q4
ENSG00000275740	0.00364	0.444946500972965	Q2
ENSG00000280571	0.00435	0.572745429085849	Q2
ENSG00000281039	0.2	0.716295795810937	Q3
ENSG00000283128	0.62338	0.0240336125929689	Q1 - lowly expressed
ENSG00000283189	0.00746	0.928292891147647	Q3
ENSG00000283761	0.00927	0.741016955995539	Q3
ENSG00000283765	0.00128	1.19774923806449	Q3
ENSG00000283782	0.00365	0.679617039892411	Q3
ENSG00000283886	0.11111	0.0045068324294521	Q1 - lowly expressed
ENSG00000284057	0.0121	0.90027202499665	Q3
ENSG00000284292	0.0011	9.3747843814189	Q5 - highly expressed
ENSG00000284554	0.02344	3.98818086000728	Q4
ENSG00000284691	0.125	0.157007238542308	Q1 - lowly expressed
ENSG00000284773	0.00422	1.02288342972759	Q3
ENSG00000284906	0.03571	0.10901080212408	Q1 - lowly expressed
ENSG00000285130	0.00165	0.711664071572498	Q3
ENSG00000285283	0.0023	0.201748687955357	Q1 - lowly expressed
ENSG00000285382	0.00254	0.351215310028	Q2
ENSG00000285458	0.125	0.0341606309818916	Q1 - lowly expressed
ENSG00000285733	0.25301	0.0305197035031591	Q1 - lowly expressed
ENSG00000285920	0.03773	2.15688333740166	Q4
ENSG00000285947	0.00064	7.91593225797313	Q5 - highly expressed
ENSG00000286098	0.075	0.0625630625309615	Q1 - lowly expressed
ENSG00000286112	0.00855	0.884609281560038	Q3
ENSG00000286221	0.01544	0.273273795081476	Q2
ENSG00000286235	0.02151	1.15671831935387	Q3
ENSG00000287856	0.07407	0.146555305794481	Q1 - lowly expressed
ENSG00000288637	0.00619	0.152792963385866	Q1 - lowly expressed
ENSG00000289027	0.00152	1.04811362800593	Q3
ENSG00000289346	0.12766	0.127457222035706	Q1 - lowly expressed
ENSG00000289694	0.00671	4.23489643894231	Q4
ENSG00000290183	0.0119	0.275673502779837	Q2
ENSG00000290315	0.00114	11.6345184673091	Q5 - highly expressed
ENSG00000290318	0.00059	9.57545653128471	Q5 - highly expressed
ENTPD1	0.01889	1.26747798722333	Q3
ENTPD2	0.01413	1.2373912633773	Q3
ENTPD4	0.03871	0.222048333032658	Q2
ENTPD5	0.00939	0.15812899125785	Q1 - lowly expressed
ENTPD6	0.00415	1.08820405563816	Q3
ENTR1	0.00803	4.48045148475302	Q5 - highly expressed
ENTREP3	0.00567	2.85964024716973	Q4
ENY2	0.01526	12.521859314282	Q5 - highly expressed
EP400	0.00399	0.559586351906726	Q2
EPB41L2	0.00383	0.487791378568338	Q2
EPC1	0.00935	0.227490349824268	Q2
EPC2	0.00456	0.116831192166539	Q1 - lowly expressed
EPG5	0.00493	0.198180961425653	Q1 - lowly expressed
EPM2A	0.2381	0.00363963536339583	Q1 - lowly expressed
EPN1	0.00823	1.33625433030449	Q3
EPN2	0.01587	0.0304944865084357	Q1 - lowly expressed
EPRS1	0.00011	5.23045210695023	Q5 - highly expressed
EPS15	0.00363	1.23436726964927	Q3
EPS15L1	0.01392	0.762139233505547	Q3
EPSTI1	0.00138	0.75131947458457	Q3
ERAL1	0.00214	11.5560541172284	Q5 - highly expressed
ERAP1	0.00188	2.41360201834596	Q4
ERAP2	0.00616	1.79758959580639	Q4
ERBIN	0.00091	0.385835798672508	Q2
ERCC1	0.00634	1.1207589305217	Q3
ERCC2	0.00329	3.03399910213564	Q4
ERCC3	0.00245	1.86478479029183	Q4
ERCC6L2	0.02299	0.0438007826134189	Q1 - lowly expressed
ERCC8	0.01587	0.184495222553191	Q1 - lowly expressed
ERF	0.02273	0.987656472170911	Q3
ERG28	0.00951	4.43397224293937	Q5 - highly expressed
ERGIC1	0.00196	1.09240798243775	Q3
ERGIC3	0.00185	18.1088111603738	Q5 - highly expressed
ERH	0.00087	12.3701920769194	Q5 - highly expressed
ERI1	0.00694	0.124581055037161	Q1 - lowly expressed
ERI2	0.01818	0.0886831083462585	Q1 - lowly expressed
ERI3	0.01252	0.389272034145603	Q2
ERICH1	0.084	0.125099399689308	Q1 - lowly expressed
ERLIN1	0.00552	0.629507039076408	Q3
ERLIN2	0.00195	1.18691369956787	Q3
ERMAP	0.03448	0.140179291906303	Q1 - lowly expressed
ERMARD	0.00858	1.31584948009126	Q3
ERMP1	0.0163	0.196453043069455	Q1 - lowly expressed
ERO1A	0.00075	3.2753855990435	Q4
ERO1B	0.00449	0.503527848931504	Q2
ERP29	6e-04	7.51593800090517	Q5 - highly expressed
ERP44	0.00049	1.58115360754415	Q4
ERVK3-1	0.0113	1.32628160712859	Q3
ESAM	0.04712	1.88909300699884	Q4
ESCO1	0.00862	0.275420683356334	Q2
ESCO2	0.00538	0.633454665518095	Q3
ESD	0.00074	9.07395545920784	Q5 - highly expressed
ESPL1	0.00743	2.57497834881797	Q4
ESR2	0.03846	0.0108337478173787	Q1 - lowly expressed
ESS2	0.01124	1.33927907404872	Q3
ESYT1	0.00134	10.4989089631108	Q5 - highly expressed
ESYT2	0.0029	0.926462098882978	Q3
ETAA1	0.01136	0.62436574757643	Q3
ETF1	0.00041	4.02547226715	Q4
ETFA	0.00262	3.30541571945105	Q4
ETFB	0.00088	3.56477659885901	Q4
ETHE1	0.01874	2.25529887126515	Q4
ETNK1	0.0198	0.386667871340033	Q2
ETS1	0.00138	0.613317254608357	Q3
ETV4	0.0076	0.483842270632596	Q2
ETV5	0.0459	0.17244002868169	Q1 - lowly expressed
ETV6	0.01626	0.108909643811126	Q1 - lowly expressed
EVC	0.10924	0.0763414296711299	Q1 - lowly expressed
EVL	0.00776	1.72166466069516	Q4
EWSR1	0.00135	17.2552905729035	Q5 - highly expressed
EXO1	0.02356	0.628616849291272	Q3
EXOC1	0.00721	0.871697895874314	Q3
EXOC2	0.00134	0.296909220589981	Q2
EXOC3	0.01313	2.7376846420577	Q4
EXOC4	0.00466	0.0756003024944633	Q1 - lowly expressed
EXOC6	0.00483	0.0583889031486941	Q1 - lowly expressed
EXOC7	0.00151	2.23942655343035	Q4
EXOG	0.05833	0.116916155452005	Q1 - lowly expressed
EXOSC1	0.00623	7.27031801406531	Q5 - highly expressed
EXOSC10	0.00459	6.28439396575412	Q5 - highly expressed
EXOSC2	0.00735	3.57414197250243	Q4
EXOSC3	0.00536	0.34627419184495	Q2
EXOSC7	0.00216	1.77850279233855	Q4
EXOSC8	0.00027	5.095543782034	Q5 - highly expressed
EXOSC9	0.00512	7.86968819068991	Q5 - highly expressed
EXTL2	0.02353	0.231753981937925	Q2
EYA3	0.01945	0.283713473349861	Q2
EZH1	0.00518	0.521094123662757	Q2
EZH2	0.01364	1.90418784088155	Q4
EZR	0.00053	8.39364684858771	Q5 - highly expressed
F12	0.02083	0.362389101344665	Q2
F13A1	0.00387	0.276659060764742	Q2
FAAP100	0.04889	1.26305395977497	Q3
FAAP20	0.03562	0.750045527716218	Q3
FABP5	0.00094	26.3552327026171	Q5 - highly expressed
FADS1	0.00103	2.21377605465974	Q4
FADS2	0.00569	4.39822528884972	Q5 - highly expressed
FAF1	0.00059	0.275271098279658	Q2
FAF2	0.00446	0.524537621410527	Q2
FAH	0.00209	2.75026577355334	Q4
FAHD2A	0.00368	2.01087237754334	Q4
FAHD2B	0.0073	2.21996736554943	Q4
FAM102A	0.00344	0.948602768545929	Q3
FAM107B	0.00695	0.127829595652542	Q1 - lowly expressed
FAM117A	0.0224	0.465708087114799	Q2
FAM118A	0.02809	0.535253262176965	Q2
FAM120A	0.0103	1.39281954211798	Q3
FAM120AOS	0.4661	0.416630434185448	Q2
FAM120B	0.01094	0.21876124354763	Q2
FAM133B	0.01285	0.936826648514111	Q3
FAM136A	0.01299	3.01190493448656	Q4
FAM13A	0.02083	0.0231947730892947	Q1 - lowly expressed
FAM13B	0.00214	0.33021197085719	Q2
FAM149B1	0.05462	0.208729834332782	Q1 - lowly expressed
FAM161A	0.02041	0.11769491567876	Q1 - lowly expressed
FAM168B	0.01099	0.627139072200768	Q3
FAM172A	0.00559	0.018285754071897	Q1 - lowly expressed
FAM174A	0.02151	0.0791846591909445	Q1 - lowly expressed
FAM177A1	0.01075	0.250545293342626	Q2
FAM185A	0.10256	0.104935011053781	Q1 - lowly expressed
FAM193A	0.00721	0.190698007858813	Q1 - lowly expressed
FAM193B	0.11364	0.625379318749578	Q3
FAM200B	0.13636	0.331437967243378	Q2
FAM204A	0.01131	1.07390504213816	Q3
FAM210A	0.03977	0.221230676605767	Q2
FAM216A	0.00434	1.91462763932785	Q4
FAM219B	0.11494	2.01025810848899	Q4
FAM221A	0.03846	0.226532894767922	Q2
FAM227B	0.08333	0.0140311560624544	Q1 - lowly expressed
FAM228B	0.01124	0.0447653890279919	Q1 - lowly expressed
FAM234A	0.00152	0.749387279086917	Q3
FAM241A	0.10417	0.0503481887609396	Q1 - lowly expressed
FAM24B	0.11538	0.0942107990633539	Q1 - lowly expressed
FAM3C	0.00196	1.73353470343533	Q4
FAM53B	0.07407	0.0264892343511263	Q1 - lowly expressed
FAM53C	0.03333	0.607784779501418	Q3
FAM72C	0.00775	0.4264273122414	Q2
FAM76B	0.05986	1.43042251638048	Q3
FAM78A	0.08824	0.161295102832826	Q1 - lowly expressed
FAM81A	0.00645	0.0955052260400228	Q1 - lowly expressed
FAM83D	0.00909	0.251673119166	Q2
FAM86B2	0.26316	0.045007546333803	Q1 - lowly expressed
FAM91A1	0.00485	1.40936175315167	Q3
FAN1	0.0202	0.307796862190283	Q2
FANCA	0.01424	0.929394913037705	Q3
FANCC	0.02008	0.0424800136101667	Q1 - lowly expressed
FANCD2	0.00661	2.11960810936172	Q4
FANCE	0.02273	0.661135926882801	Q3
FANCG	0.01906	7.76814442773809	Q5 - highly expressed
FANCI	0.0026	3.61745923967824	Q4
FANCL	0.00628	0.792554127300269	Q3
FANCM	0.00575	0.227458046141281	Q2
FAR1	0.00269	0.440584433509735	Q2
FARP2	0.0089	0.153734436704993	Q1 - lowly expressed
FARSA	0.00211	15.1185092346584	Q5 - highly expressed
FARSB	0.00336	2.44237223350564	Q4
FASN	0.00025	13.0861494161271	Q5 - highly expressed
FASTK	0.03185	15.0802318763338	Q5 - highly expressed
FASTKD1	0.00525	1.60781298157855	Q4
FASTKD2	0.0026	1.81584791320465	Q4
FASTKD3	0.03268	1.18987662844504	Q3
FBF1	0.01351	0.315958837333596	Q2
FBH1	0.00664	2.42607761642099	Q4
FBL	0.00047	42.4035396461234	Q5 - highly expressed
FBRS	0.00438	5.55545633513568	Q5 - highly expressed
FBRSL1	0.01158	0.232176042503495	Q2
FBXL12	0.04	0.275147402325852	Q2
FBXL16	0.09091	0.0396229284664047	Q1 - lowly expressed
FBXL17	0.03846	0.00883488638462939	Q1 - lowly expressed
FBXL3	0.03636	0.283712184256899	Q2
FBXL4	0.0241	0.143619047248984	Q1 - lowly expressed
FBXL5	0.05224	0.390829951857742	Q2
FBXL6	0.00851	4.55067276974883	Q5 - highly expressed
FBXO10	0.01198	0.153326407617154	Q1 - lowly expressed
FBXO11	0.00143	0.545321634293295	Q2
FBXO16	0.01235	0.423707304064786	Q2
FBXO22	0.00191	1.15028285971409	Q3
FBXO3	0.00833	0.479983496505887	Q2
FBXO31	0.0082	0.198199845650975	Q1 - lowly expressed
FBXO32	0.02381	0.0693515191697767	Q1 - lowly expressed
FBXO34	0.11111	0.00660251594438822	Q1 - lowly expressed
FBXO38	0.00899	0.870806276684441	Q3
FBXO4	0.0219	0.832049306701672	Q3
FBXO41	0.08955	0.478316052759427	Q2
FBXO42	0.00957	0.23476435109742	Q2
FBXO43	0.27273	0.103508678141614	Q1 - lowly expressed
FBXO7	0.00292	4.6598825439523	Q5 - highly expressed
FBXO9	0.00499	1.01419955257608	Q3
FBXW11	0.0281	0.303682392615492	Q2
FBXW2	0.00417	0.629415087278412	Q3
FBXW4	0.00719	0.462526676856172	Q2
FBXW5	0.00936	8.38966542122238	Q5 - highly expressed
FBXW7	0.002	0.282715842795525	Q2
FBXW8	0.01333	0.0706288686456368	Q1 - lowly expressed
FCER2	0.00283	41.4406013442627	Q5 - highly expressed
FCGR2C	1	0.668801078331122	Q3
FCHSD1	0.00804	2.16035519841267	Q4
FCHSD2	0.00269	0.418643383134019	Q2
FCMR	0.00387	5.66864033314188	Q5 - highly expressed
FCRL5	0.04	1.06781182259015	Q3
FCRLA	0.00103	8.80037103993318	Q5 - highly expressed
FCSK	0.01286	0.639564749031183	Q3
FDFT1	0.00268	6.89874138009712	Q5 - highly expressed
FDPS	0.00199	58.3368280428725	Q5 - highly expressed
FDXR	0.00111	8.09640065403574	Q5 - highly expressed
FECH	0.00263	0.541727443447241	Q2
FER	0.01835	0.0216394774274332	Q1 - lowly expressed
FEZ1	0.00363	0.244067563435144	Q2
FEZ2	0.00855	0.083039192952288	Q1 - lowly expressed
FGD2	0.03219	2.61331466927814	Q4
FGD3	0.00236	0.45980978125937	Q2
FGF11	0.06742	1.66783999576222	Q4
FGFR1OP2	0.00147	1.47917888903211	Q3
FGGY	0.02415	0.0280142645439514	Q1 - lowly expressed
FGR	0.01334	4.91127507645828	Q5 - highly expressed
FH	0.00056	8.73577811787995	Q5 - highly expressed
FHIP1B	0.02703	0.54393420455029	Q2
FHIP2B	0.0384	1.22952500276574	Q3
FHIT	0.008	0.00405381593186031	Q1 - lowly expressed
FHL3	0.01471	1.09863148736377	Q3
FHOD1	0.01229	3.9969763229418	Q4
FIBP	0.00626	27.6043985877245	Q5 - highly expressed
FKBP14	0.36	0.211292325533185	Q1 - lowly expressed
FKBP15	0.00185	1.81272176133522	Q4
FKBP1A	0.00185	7.66668782959307	Q5 - highly expressed
FKBP3	0.00104	8.61878592459709	Q5 - highly expressed
FKBP4	0.00047	21.0793334226496	Q5 - highly expressed
FKBP5	0.00233	0.523034843874437	Q2
FKBP7	0.18605	0.175166460107959	Q1 - lowly expressed
FKBP8	5e-04	21.4993338868777	Q5 - highly expressed
FKTN	0.05224	0.053719518853711	Q1 - lowly expressed
FLAD1	0.00203	2.92697887775678	Q4
FLCN	0.01299	0.814213448727078	Q3
FLI1	0.0024	0.328322070624584	Q2
FLII	0.00044	16.7252673950148	Q5 - highly expressed
FLOT1	0.00206	15.1783718527074	Q5 - highly expressed
FLOT2	0.00891	3.9689047265468	Q4
FLT1	0.00641	0.0900844490536426	Q1 - lowly expressed
FLVCR1	0.048	0.393446392930709	Q2
FLVCR2	0.00909	0.0724862152598564	Q1 - lowly expressed
FLYWCH2	0.01695	0.49072973031324	Q2
FMC1	0.04762	0.531566893694129	Q2
FMNL1	0.0175	7.23554230878895	Q5 - highly expressed
FMNL2	0.0463	0.0375182047776987	Q1 - lowly expressed
FMNL3	0.00495	2.43678356129957	Q4
FNBP1	0.00288	3.52096173420804	Q4
FNBP4	0.05769	1.57354568510296	Q4
FNDC3A	0.00536	0.30737251016826	Q2
FNTA	0.01302	1.54621839083694	Q4
FOCAD	0.005	0.521706640670461	Q2
FOXJ2	0.0049	0.37975121432043	Q2
FOXK2	0.00667	0.2505607116	Q2
FOXM1	0.01028	1.5615059406841	Q4
FOXN3	0.02247	0.0265879472037004	Q1 - lowly expressed
FOXP4	0.00612	0.912488395041759	Q3
FOXRED1	0.00629	5.44847648876836	Q5 - highly expressed
FPGS	0.01104	4.84847408626911	Q5 - highly expressed
FRA10AC1	0.01832	1.4526137578619	Q3
FRG1	0.00469	4.48904761441683	Q5 - highly expressed
FRK	0.03333	0.0202439868370245	Q1 - lowly expressed
FRMD4A	0.0149	0.042752819910516	Q1 - lowly expressed
FRRS1	0.01515	0.171914940392936	Q1 - lowly expressed
FRYL	0.00336	0.331519726535333	Q2
FSCN1	0.00044	13.6618597349173	Q5 - highly expressed
FSD1L	0.0123	0.157933080046577	Q1 - lowly expressed
FTH1	0.00382	205.129834542985	Q5 - highly expressed
FTL	0.00072	1042.61929755647	Q5 - highly expressed
FTSJ3	0.00131	12.4109857409997	Q5 - highly expressed
FUBP1	0.00429	11.080891492502	Q5 - highly expressed
FUBP3	0.01219	1.27071513946118	Q3
FUCA1	0.00446	1.28244831036808	Q3
FUCA2	0.00612	1.61718336322991	Q4
FUOM	0.00306	6.1219601319705	Q5 - highly expressed
FUS	0.00012	57.4802913254031	Q5 - highly expressed
FUT11	0.08861	1.18036392162559	Q3
FUT8	0.00973	0.13200619873177	Q1 - lowly expressed
FUZ	0.00541	1.421869708805	Q3
FXR1	0.00043	2.42964679946797	Q4
FXR2	0.0067	2.30157609922378	Q4
FXYD2	0.05814	0.370918251945879	Q2
FYCO1	0.0125	0.117597789978226	Q1 - lowly expressed
FYTTD1	0.01422	1.1410162264641	Q3
FZR1	0.00311	1.11855203797759	Q3
G2E3	0.01553	0.321302120407323	Q2
G6PC3	0.01119	2.00973753979806	Q4
GABBR1	0.04651	0.0820307428025159	Q1 - lowly expressed
GABPA	0.00529	0.628629061612449	Q3
