Gene_name	medUPratio	meanrpkm	rpkm_bin
NCL	8e-05	52.8682336248302	Q5 - highly expressed
NCOA1	0.00231	0.14722671551899	Q1 - lowly expressed
NCOA2	0.00836	0.0996530251698538	Q1 - lowly expressed
NCOA3	0.02034	0.808007165602053	Q3
NCOA4	0.00087	3.8307262494204	Q4
NCOA5	0.02571	0.758892660277332	Q3
NCOA6	0.02247	0.163750348888747	Q1 - lowly expressed
NCOA7	0.0015	0.20325225110934	Q1 - lowly expressed
NCOR1	0.00261	0.867547616786291	Q3
NCOR2	0.01848	0.879983637567504	Q3
NCSTN	0.00663	5.27236446808497	Q5 - highly expressed
NDC1	0.00266	1.05140808515411	Q3
NDC80	0.00088	2.19660521187265	Q4
NDE1	0.00675	0.952607199502987	Q3
NDEL1	0.01263	0.422726662145252	Q2
NDST1	0.01961	0.231289681045372	Q2
NDST2	0.00995	3.20891545836182	Q4
NDUFA10	0.00065	1.2766274927925	Q3
NDUFA11	0.00993	9.55506050340083	Q5 - highly expressed
NDUFA12	0.00366	0.856792291714107	Q3
NDUFA2	0.00116	9.48167810529412	Q5 - highly expressed
NDUFA3	0.00254	11.0979000624375	Q5 - highly expressed
NDUFA4	0.00067	32.9301642170428	Q5 - highly expressed
NDUFA5	0.00229	3.08390353263659	Q4
NDUFA7	0.00392	5.67550615264651	Q5 - highly expressed
NDUFA8	0.01292	3.07264886872076	Q4
NDUFA9	0.00076	4.53932385325644	Q5 - highly expressed
NDUFAF1	0.0411	0.556782978740104	Q2
NDUFAF3	0.02767	26.9861982035809	Q5 - highly expressed
NDUFAF4	0.02778	1.83633527749018	Q4
NDUFAF5	0.07569	0.683571692293278	Q3
NDUFAF6	0.08779	0.0977380180126122	Q1 - lowly expressed
NDUFAF7	0.0197	0.943630461560323	Q3
NDUFAF8	0.09174	6.70762422232498	Q5 - highly expressed
NDUFB4	0.00558	17.9837977080414	Q5 - highly expressed
NDUFB5	0.00245	4.86818176872735	Q5 - highly expressed
NDUFB6	0.00162	3.31226886164352	Q4
NDUFB7	0.00192	7.21698284198376	Q5 - highly expressed
NDUFB8	0.00241	32.2435971460937	Q5 - highly expressed
NDUFB9	0.00149	2.58512807209497	Q4
NDUFC1	0.00132	1.58818736770487	Q4
NDUFS1	0.00061	3.55295952069683	Q4
NDUFS2	6e-04	16.1872729331725	Q5 - highly expressed
NDUFS3	0.00083	7.42362719793884	Q5 - highly expressed
NDUFS4	0.01277	0.539707576474163	Q2
NDUFS6	0.00268	6.1846338337988	Q5 - highly expressed
NDUFS8	0.00106	13.3076865533111	Q5 - highly expressed
NDUFV1	0.00288	33.8221216967796	Q5 - highly expressed
NDUFV2	0.0042	8.90218506280023	Q5 - highly expressed
NDUFV3	0.01351	0.484727119571594	Q2
NECAP2	0.00558	3.47258092586385	Q4
NEDD1	0.01281	0.938413955091359	Q3
NEDD8	0.01333	12.7687558523912	Q5 - highly expressed
NEDD9	0.02632	0.116382967795259	Q1 - lowly expressed
NEIL1	0.02703	0.339245946293166	Q2
NEIL3	0.0122	0.148169381514484	Q1 - lowly expressed
NEK1	0.00342	0.130876302961745	Q1 - lowly expressed
NEK4	0.00445	0.414905867673768	Q2
NEK6	0.00182	2.28197466031853	Q4
NEK7	0.00639	0.147565964165797	Q1 - lowly expressed
NEK8	0.01705	0.903943680263315	Q3
NEK9	0.00336	1.91267406389599	Q4
NELFA	0.00341	0.615870741659285	Q3
NELFB	0.00281	6.01408545329575	Q5 - highly expressed
NELFCD	0.0185	7.88297273056979	Q5 - highly expressed
NELFE	0.00126	17.1190430469516	Q5 - highly expressed
NEMF	0.01348	1.22508967976838	Q3
NEMP1	0.03125	0.344048276324859	Q2
NEMP2	0.05851	0.323778585942581	Q2
NENF	0.00275	1.82539239006013	Q4
NEPRO	0.04348	1.63218429538064	Q4
NETO1	0.00341	0.0340727890665108	Q1 - lowly expressed
NETO2	0.01527	0.413751283187826	Q2
NEU1	0.0092	3.91171943378474	Q4
NEURL4	0.00977	2.60792193235553	Q4
NEXN	0.01266	0.0851959131541723	Q1 - lowly expressed
NF1	0.00579	0.25391187290684	Q2
NF2	0.00139	0.425853818758615	Q2
NFAM1	0.14706	0.0177281471833214	Q1 - lowly expressed
NFAT5	0.05369	0.0693837283573296	Q1 - lowly expressed
NFATC1	0.00781	0.09730429863758	Q1 - lowly expressed
NFATC3	0.01604	0.183486289136395	Q1 - lowly expressed
NFE2L1	0.00213	3.33309713066666	Q4
NFE2L2	0.00216	0.14832641645428	Q1 - lowly expressed
NFKB1	0.00223	2.33815218971873	Q4
NFKB2	0.0016	58.3085485996672	Q5 - highly expressed
NFKBIA	0.00094	59.9978728404103	Q5 - highly expressed
NFKBID	0.01579	1.9140714921961	Q4
NFKBIE	0.0062	10.7277205856662	Q5 - highly expressed
NFRKB	0.00688	1.04792781487885	Q3
NFS1	0.00623	1.44509460491472	Q3
NFU1	0.00347	1.44468237919467	Q3
NFX1	0.0124	1.02797636852907	Q3
NFYA	0.01781	0.75081937997845	Q3
NFYB	0.00176	1.91513067739367	Q4
NFYC	0.00877	0.925806299816633	Q3
NGLY1	0.00397	1.3716615732278	Q3
NIBAN1	0.00193	0.21643174249146	Q2
NIBAN3	0.01149	0.38502782220486	Q2
NIF3L1	0.00461	1.68240986072284	Q4
NIFK	0.00095	8.05122613334128	Q5 - highly expressed
NIM1K	0.11765	0.0118014530566857	Q1 - lowly expressed
NIN	0.00484	1.62377707195413	Q4
NIPA1	0.09091	0.136747381882941	Q1 - lowly expressed
NIPA2	0.02059	1.51911762724678	Q4
NIPAL2	0.03974	0.113118334043066	Q1 - lowly expressed
NIPBL	0.00195	0.649401753105129	Q3
NIPSNAP3A	0.00274	1.63180042666724	Q4
NIPSNAP3B	0.16	0.139954884974385	Q1 - lowly expressed
NISCH	0.00929	1.09989993570759	Q3
NIT2	0.00573	5.96470011641039	Q5 - highly expressed
NKTR	0.05587	0.645612121192509	Q3
NLK	0.00455	0.129104722341247	Q1 - lowly expressed
NLN	0.00556	0.218785342444608	Q2
NLRC3	0.00512	0.410124481913433	Q2
NLRC5	0.00846	2.01754275289189	Q4
NLRP1	0.00778	0.263403338674346	Q2
NLRP2	0.00375	0.611016358182738	Q3
NMD3	0.00195	0.697259248661766	Q3
NME4	0.00196	5.02872263423856	Q5 - highly expressed
NME6	0.02525	1.17485744442625	Q3
NME7	0.00518	0.0704971027914528	Q1 - lowly expressed
NMNAT1	0.0119	0.159293532537179	Q1 - lowly expressed
NMRAL1	0.02206	0.852395642209541	Q3
NMRK1	0.01075	0.641542700028588	Q3
NMT1	0.00145	1.02414415681887	Q3
NMT2	0.01416	0.311403794495168	Q2
NNT	0.00378	1.27682217974783	Q3
NOA1	0.00248	2.93812131616763	Q4
NOB1	0.004	10.0720601818299	Q5 - highly expressed
NOC2L	0.03569	10.1887159862272	Q5 - highly expressed
NOC3L	0.00409	2.8478861800099	Q4
NOC4L	0.00235	4.90262015296739	Q5 - highly expressed
NOD1	0.08673	0.220514181379308	Q2
NOD2	0.01613	0.368869045416953	Q2
NOL10	0.00293	0.571300953331397	Q2
NOL11	0.00229	5.34331965401338	Q5 - highly expressed
NOL12	0.00943	1.96400433693667	Q4
NOL4L	0.00641	0.0437721753824543	Q1 - lowly expressed
NOL6	0.00101	5.29258119324395	Q5 - highly expressed
NOL8	0.00658	2.32768950667881	Q4
NOL9	0.00621	0.461890388350833	Q2
NOLC1	0.00093	14.501783412881	Q5 - highly expressed
NOM1	0.025	0.715640786384755	Q3
NOMO1	0.00073	1.91857191162377	Q4
NOMO2	0.00191	1.03137243267283	Q3
NOMO3	0.00109	1.51936226402309	Q4
NOP14	0.00252	5.97829358524865	Q5 - highly expressed
NOP16	0.00906	12.7063719702758	Q5 - highly expressed
NOP53	0.00087	43.1611135492477	Q5 - highly expressed
NOP56	0.04749	46.2010079016633	Q5 - highly expressed
NOP58	0.01429	6.58005547518009	Q5 - highly expressed
NOP9	0.01875	2.71478106439768	Q4
NOSIP	0.00377	1.73604641782543	Q4
NPAT	0.00641	0.4180896983446	Q2
NPC1	0.00146	0.603024312494971	Q2
NPEPL1	0.01942	0.616461247631166	Q3
NPEPPS	0.01162	1.64741476179849	Q4
NPHP3	0.06061	0.221790966871318	Q2
NPIPA1	0.43381	2.12486921936401	Q4
NPIPA5	0.00327	1.00167899040658	Q3
NPIPA8	0.24	0.151053315759449	Q1 - lowly expressed
NPIPA9	0.5	1.98613136208471	Q4
NPIPB12	0.17403	0.366749562114966	Q2
NPIPB13	0.14286	0.126240834951696	Q1 - lowly expressed
NPIPB2	0.00962	0.0761780123284998	Q1 - lowly expressed
NPIPB3	0.10956	0.56256216677228	Q2
NPIPB4	0.2492	0.431727122538426	Q2
NPIPB5	0.37587	0.908410219314803	Q3
NPLOC4	0.0033	1.02360383459266	Q3
NPM2	0.01835	0.342934417665136	Q2
NPM3	0.00662	47.8323360257292	Q5 - highly expressed
NPR2	0.0119	0.42952747266859	Q2
NPRL2	0.03207	12.6688506168353	Q5 - highly expressed
NPRL3	0.0036	1.01278286976881	Q3
NPTN	0.00469	0.58280928918571	Q2
NR2C1	0.02419	0.420522740328691	Q2
NR2C2	0.00629	0.134122527546324	Q1 - lowly expressed
NR3C1	0.01235	0.318840837200776	Q2
NRAS	0.00107	4.09529077457058	Q4
NRBF2	0.01901	0.721567556028218	Q3
NRBP1	0.00036	16.9998017746154	Q5 - highly expressed
NRDC	0.00125	5.69029481051944	Q5 - highly expressed
NRDE2	0.00702	0.189529637317818	Q1 - lowly expressed
NRF1	0.00549	0.109051220059853	Q1 - lowly expressed
NRG2	0.0303	0.0276946281530548	Q1 - lowly expressed
NRG4	0.33333	0.00871154170652157	Q1 - lowly expressed
NRM	0.09524	3.18457985314893	Q4
NRSN2	0.05	0.261735625760015	Q2
NSA2	0.00333	12.4748433613217	Q5 - highly expressed
NSD1	0.01	0.249623867628025	Q2
NSD2	0.01481	1.48209281009383	Q3
NSD3	0.00162	0.51582990460949	Q2
NSFL1C	0.00969	2.29564871425444	Q4
NSMAF	0.00333	1.40605029540571	Q3
NSMCE1	0.00261	1.99157931989179	Q4
NSMCE2	0.02051	0.0973512670874149	Q1 - lowly expressed
NSMCE4A	0.00567	3.81330249540013	Q4
NSMF	0.00104	6.16697328901369	Q5 - highly expressed
NSUN2	0.00548	5.58543862677789	Q5 - highly expressed
NSUN3	0.03425	0.101734380451639	Q1 - lowly expressed
NSUN4	0.03581	0.77448723921287	Q3
NSUN5	0.00714	6.86047712235027	Q5 - highly expressed
NSUN6	0.03125	0.174690279098516	Q1 - lowly expressed
NT5C2	0.03743	0.357463092213388	Q2
NT5C3A	0.00038	2.57183360269965	Q4
NT5C3B	0.03758	2.86985220810715	Q4
NT5DC1	0.00377	1.16965228175183	Q3
NT5DC2	0.0039	12.729619478629	Q5 - highly expressed
NT5DC4	0.10526	0.0353301407049679	Q1 - lowly expressed
NT5M	0.16923	0.0701574403975277	Q1 - lowly expressed
NTAN1	0.00508	3.9497489671673	Q4
NTAQ1	0.03097	0.238994522611009	Q2
NTHL1	0.00552	2.22685280258852	Q4
NTPCR	0.03162	0.869421844233854	Q3
NUB1	0.00876	2.60582649148769	Q4
NUBPL	0.01604	0.0266734643818495	Q1 - lowly expressed
NUCB1	0.00031	6.83956497064363	Q5 - highly expressed
NUCB2	0.00363	0.405503283168451	Q2
NUCKS1	0.0257	6.93580832290779	Q5 - highly expressed
NUDC	0.00468	4.51277972021216	Q5 - highly expressed
NUDCD2	0.01978	2.4229451303213	Q4
NUDCD3	0.04771	0.256518973381925	Q2
NUDT19	0.03333	0.204485248693689	Q1 - lowly expressed
NUDT21	0.00197	5.23867934802008	Q5 - highly expressed
NUDT22	0.00935	6.246235940199	Q5 - highly expressed
NUDT3	0.00478	0.38996060283769	Q2
NUDT4	0.00365	1.848860593186	Q4
NUDT5	0.00344	5.76437436065747	Q5 - highly expressed
NUDT9	0.01302	0.690036027936779	Q3
NUF2	0.00415	0.74795978279801	Q3
NUMA1	0.00131	2.27095309558769	Q4
NUMB	0.01035	0.295117618873374	Q2
NUP107	0.00162	3.05542780498552	Q4
NUP133	0.00191	1.48132188445597	Q3
NUP153	0.01149	1.22581797146705	Q3
NUP155	0.00262	1.46828391066057	Q3
NUP160	0.00277	2.00066773908556	Q4
NUP188	0.00348	3.8457404398453	Q4
NUP205	0.0012	3.09450413626319	Q4
NUP210	0.00519	3.56404057517885	Q4
NUP214	0.00274	0.952700069763709	Q3
NUP35	0.00465	0.543473438757566	Q2
NUP37	0.0024	2.14771302790604	Q4
NUP42	0.02367	1.42656070034793	Q3
NUP43	0.0122	1.23166305070414	Q3
NUP54	0.00584	1.3691664128829	Q3
NUP58	0.00142	1.18470305599265	Q3
NUP85	0.0117	3.93242563303273	Q4
NUP88	0.0029	2.39345393916828	Q4
NUP93	0.00079	1.47314465064899	Q3
NUP98	0.00381	0.978870825684708	Q3
NUS1	0.00189	1.28710511448513	Q3
NVL	0.00958	0.545170838447543	Q2
NXF1	0.00077	7.02552513987418	Q5 - highly expressed
NXPE3	0.01639	0.136388493265645	Q1 - lowly expressed
OAS2	0.00162	5.28917426137861	Q5 - highly expressed
OAZ1	4e-04	178.292105224227	Q5 - highly expressed
OAZ2	0.00656	1.88368937428588	Q4
OBI1	0.00885	0.218974664033514	Q2
OCIAD1	0.00176	2.759526862625	Q4
OCIAD2	0.02033	3.34094744115898	Q4
ODC1	0.00128	59.941926412546	Q5 - highly expressed
ODF2	0.00056	2.5133104931171	Q4
ODF3B	0.01974	4.98932610203892	Q5 - highly expressed
ODR4	0.05303	0.468082292578046	Q2
OGA	0.00832	3.79083006171219	Q4
OGDH	0.00043	1.86205881459312	Q4
OGFOD1	0.0012	2.56329444970721	Q4
OLA1	0.00198	1.52456320497956	Q4
OPA1	0.00181	1.6171995018368	Q4
OPN3	0.19737	0.0844718950561812	Q1 - lowly expressed
OPTN	0.00212	3.76523250242137	Q4
OR2B6	0.99999	0.141792629650723	Q1 - lowly expressed
OR2G6	0.99999	0.0240746443562926	Q1 - lowly expressed
OR2T2	1	0.0466537255152803	Q1 - lowly expressed
ORAI2	0.00667	0.354086589588994	Q2
ORAI3	0.22917	0.763250438502616	Q3
ORC1	0.00792	1.480325841546	Q3
ORC2	0.00296	0.916163400699104	Q3
ORC3	0.02226	0.984850048501208	Q3
ORC4	0.00501	0.810663571645004	Q3
ORC5	0.00548	0.54232594448729	Q2
ORC6	0.00219	4.45477199457629	Q5 - highly expressed
ORMDL1	0.00952	1.61288219755494	Q4
OS9	0.00211	6.08048860438213	Q5 - highly expressed
OSBP	0.0012	1.38906434647464	Q3
OSBPL11	0.004	0.274616876091122	Q2
OSBPL2	0.00298	0.45286003985083	Q2
OSBPL3	0.02228	0.363345731517446	Q2
OSBPL7	0.00505	1.15412830576696	Q3
OSBPL9	0.00202	1.29073695159692	Q3
OSER1	0.00649	1.04763498898698	Q3
OSGEP	0.01304	6.87738423142773	Q5 - highly expressed
OSGEPL1	0.0061	0.759426132812085	Q3
OSGIN2	0.0024	0.681192123692592	Q3
OSTC	0.00397	4.46870389966287	Q5 - highly expressed
OSTF1	0.00336	1.88985763849099	Q4
OSTM1	0.01005	0.0446907631337406	Q1 - lowly expressed
OTP	0.99999	0.011376046596409	Q1 - lowly expressed
OTUB1	0.00609	8.70486860890974	Q5 - highly expressed
OTUD3	0.06667	0.079969828300847	Q1 - lowly expressed
OTUD7B	0.00794	0.137899248293798	Q1 - lowly expressed
OTULIN	0.01887	0.501106432048822	Q2
OXA1L	0.00164	47.2749420496799	Q5 - highly expressed
OXCT1	0.00308	1.28269200373961	Q3
OXLD1	0.48	0.572354904535718	Q2
OXNAD1	0.01386	0.196701302405027	Q1 - lowly expressed
OXR1	0.00442	0.0773684435387992	Q1 - lowly expressed
OXSR1	0.00676	1.0697909502939	Q3
P2RX4	0.02007	1.28602626183686	Q3
P2RX5	0.02525	2.89125569497785	Q4
P2RX7	0.01554	0.123334253167394	Q1 - lowly expressed
P3H1	0.01022	1.71065340873375	Q4
P4HA1	0.00535	3.13902524934476	Q4
P4HB	0.00055	43.0674408630072	Q5 - highly expressed
P4HTM	0.00592	0.895800153166115	Q3
PA2G4	0.00011	81.9368071914117	Q5 - highly expressed
PAAF1	0.00767	0.939865433709097	Q3
PABPC1	0.00053	68.4755530117734	Q5 - highly expressed
PABPC1L	0.11443	0.271646467343313	Q2
PABPC4	0.00524	31.8066660886643	Q5 - highly expressed
PACC1	0.01681	0.28576079743808	Q2
PACRGL	0.02326	0.121679530651253	Q1 - lowly expressed
PACS1	0.00152	0.901150610875924	Q3
PACS2	0.00296	0.233521949880461	Q2
PAFAH1B1	0.00139	1.34421598137376	Q3
PAICS	0.00575	14.2787624583845	Q5 - highly expressed
PAIP1	0.00107	3.65175403250318	Q4
PAIP2	0.00098	3.05081087491981	Q4
PAK1	0.00323	1.36940053413417	Q3
PAK1IP1	0.00141	3.40595283372968	Q4
PAK2	0.00083	1.06227744584949	Q3
PALB2	0.00373	0.436865358168967	Q2
PALD1	0.00554	0.0997201534621724	Q1 - lowly expressed
PALM2AKAP2	0.2682	0.0282689024642454	Q1 - lowly expressed
PAM	0.00385	0.391401977886331	Q2
PAM16	0.01258	1.29443903204304	Q3
PAN2	0.01091	3.00153276016015	Q4
PAN3	0.02118	0.154566318269579	Q1 - lowly expressed
PANK1	0.11111	0.0707359032718835	Q1 - lowly expressed
PANK2	0.01209	0.825813427706147	Q3
PANK3	0.00242	0.533850679987964	Q2
PANK4	0.01485	2.1528413392769	Q4
PANX1	0.01923	0.107788775676492	Q1 - lowly expressed
PAOX	0.02069	0.62298430826817	Q3
PAPLN	0.03333	0.120750585890078	Q1 - lowly expressed
PAPOLA	0.00357	3.87420166716574	Q4
PAPOLG	0.00531	0.453395186605066	Q2
PAPSS1	0.00771	0.58516147236725	Q2
PAQR3	0.04687	0.0365057709922635	Q1 - lowly expressed
PARG	0.01565	0.263014589848907	Q2
PARK7	0.00155	12.5196536036052	Q5 - highly expressed
PARM1	0.02326	0.0459305222155926	Q1 - lowly expressed
PARN	0.00704	0.801321187142515	Q3
PARP1	8e-05	19.0954873622239	Q5 - highly expressed
PARP10	0.00119	1.54868980098667	Q4
PARP11	0.01042	0.088649741124818	Q1 - lowly expressed
PARP12	0.01765	0.73529209535126	Q3
PARP14	0.00902	2.02417780476211	Q4
PARP15	0.02326	0.489186256612315	Q2
PARP16	0.02222	0.131635003701824	Q1 - lowly expressed
PARP2	0.00602	5.83422735110982	Q5 - highly expressed
PARP4	0.00146	1.73316369976577	Q4
PARP6	0.00611	1.95552357248739	Q4
PARP8	0.00068	0.505488752248999	Q2
PARP9	0.0144	1.62824622044672	Q4
PARPBP	0.03951	0.19201014883395	Q1 - lowly expressed
PARVB	0.00261	1.9446989230884	Q4
PARVG	0.0025	2.51168649040895	Q4
PASK	0.00905	1.32809541751779	Q3
PATL1	0.01293	3.23896095913071	Q4
PAWR	0.01091	0.153137821895228	Q1 - lowly expressed
PAX5	0.03529	0.189690149105979	Q1 - lowly expressed
PAXBP1	0.03056	1.24132586311775	Q3
PAXIP1	0.01367	0.930011125518412	Q3
PAXX	0.01648	10.823680226046	Q5 - highly expressed
PBRM1	0.00088	0.385484670763338	Q2
PBX3	0.00228	0.170142084450772	Q1 - lowly expressed
PBX4	0.13636	0.0509582948696661	Q1 - lowly expressed
PCBD1	0.02696	7.45687977809225	Q5 - highly expressed
PCBD2	0.0375	0.0508855919125923	Q1 - lowly expressed
PCBP2	0.00699	50.6652132742461	Q5 - highly expressed
PCCB	0.00046	1.61437339384502	Q4
PCED1A	0.00901	3.88691817457929	Q4
PCF11	0.0034	1.60194010336034	Q4
PCGF1	0.01575	11.4016401678438	Q5 - highly expressed
PCGF3	0.00504	0.389568490511747	Q2
PCGF5	0.18066	0.326397185538253	Q2
PCGF6	0.00714	0.336695115292787	Q2
PCID2	0.00776	2.9956880452749	Q4
PCIF1	0.00565	4.36665808094607	Q5 - highly expressed
PCK2	0.00863	4.42066811036494	Q5 - highly expressed
PCLAF	0.00384	3.11487485656475	Q4
PCM1	0.00855	3.07647632376744	Q4
PCMT1	0.00197	1.52021867937502	Q4
PCMTD1	0.03093	0.111961342402937	Q1 - lowly expressed
PCNA	6e-04	35.1534119521008	Q5 - highly expressed
PCNP	0.00084	5.03650208902347	Q5 - highly expressed
PCNT	0.00518	0.482588014726892	Q2
PCNX1	0.00775	0.318574855761111	Q2
PCNX2	0.02878	0.0237152933099881	Q1 - lowly expressed
PCNX3	0.01515	2.19905568307037	Q4
PCNX4	0.01411	0.272607346145739	Q2
PCSK7	0.03402	2.16908047974905	Q4
PCYOX1L	0.01923	0.37421408049633	Q2
PCYT1A	0.00562	0.487592060029603	Q2
PCYT2	0.00196	6.88818889170864	Q5 - highly expressed
PDAP1	0.00111	10.4817705395153	Q5 - highly expressed
PDCD11	0.00287	3.66398546623546	Q4
PDCD1LG2	0.02985	0.105836212267234	Q1 - lowly expressed
PDCD2	0.00432	7.04582958262139	Q5 - highly expressed
PDCD4	0.00298	8.87926353515123	Q5 - highly expressed
PDCD6	0.00243	1.93129474134045	Q4
PDCD6IP	0.0044	1.83004537993721	Q4
PDCL	0.00714	0.350758435039847	Q2
PDE4A	0.00794	0.425608512275058	Q2
PDE4D	0.36585	0.00140728964196134	Q1 - lowly expressed
PDE4DIP	0.00165	0.0984437030422527	Q1 - lowly expressed
PDE6D	0.00625	0.461588034504909	Q2
PDE7A	0.01674	0.447962116506467	Q2
PDE8A	0.01049	0.306417010087202	Q2
PDGFA	0.00704	0.233328763463158	Q2
PDHX	0.00263	0.332886525224164	Q2
PDIA4	0.00035	8.87680467773906	Q5 - highly expressed
PDIA5	0.00792	0.354144620097527	Q2
PDIA6	0.00041	10.1364828528469	Q5 - highly expressed
PDK1	0.02149	1.14269595425857	Q3
PDLIM1	0.00199	6.76147985174735	Q5 - highly expressed
PDLIM5	0.04977	0.0930809292933672	Q1 - lowly expressed
PDLIM7	0.00226	1.79347611264675	Q4
PDPR	0.03125	0.36712609536754	Q2
PDRG1	0.00373	2.57045262130232	Q4
PDS5A	0.00453	1.19008458951401	Q3
PDS5B	0.00767	0.60343064788251	Q2
PDSS1	0.03256	0.537841904545733	Q2
PDSS2	0.01732	0.0314162238001641	Q1 - lowly expressed
PDXDC1	0.00219	1.16235298029862	Q3
PDXK	0.00154	2.80631229830157	Q4
PDZD8	0.02646	0.0651156108894643	Q1 - lowly expressed
PEA15	0.0042	6.93865401204256	Q5 - highly expressed
PEAK1	0.02632	0.0100083568934103	Q1 - lowly expressed
PEBP4	1	0.00179722671608605	Q1 - lowly expressed
PECR	0.00426	0.289714313217916	Q2
PEDS1-UBE2V1	0.03349	1.44018501353813	Q3
PEF1	0.01643	1.84957066039579	Q4
PELI1	0.01954	0.609317709766292	Q3
PELP1	0.00082	2.43459082867754	Q4
PEMT	0.00476	0.122572522378263	Q1 - lowly expressed
PER1	0.00238	1.99520278895049	Q4
PES1	0.00049	6.5200020571637	Q5 - highly expressed
PEX1	0.01212	0.5524998322259	Q2
PEX10	0.01282	0.682261149823512	Q3
PEX13	0.01282	0.222648290972374	Q2
PEX14	0.01471	0.136451737611341	Q1 - lowly expressed
PEX16	0.00221	5.27062050429387	Q5 - highly expressed
PEX19	0.00461	3.84670626819407	Q4
PEX26	0.01613	0.710702184425013	Q3
PEX3	0.00292	1.2880737916888	Q3
PEX6	0.00325	3.16847731818643	Q4
PEX7	0.0137	0.157242298953034	Q1 - lowly expressed
PFAS	0.00285	3.66450203196847	Q4
PFDN2	0.0042	4.61258793301805	Q5 - highly expressed
PFDN6	0.0094	12.0594175350088	Q5 - highly expressed
PFKFB4	0.02236	2.5517829529727	Q4
PFKL	0.00482	15.8893586305321	Q5 - highly expressed
PFKM	0.00084	5.37241407781898	Q5 - highly expressed
PFKP	0.00165	7.23653625453307	Q5 - highly expressed
PFN1	0.00026	386.037519395421	Q5 - highly expressed
PGAM1	0.00018	50.2390973146238	Q5 - highly expressed
PGAP6	0.002	2.25735396676212	Q4
PGBD1	0.01639	0.15392755526394	Q1 - lowly expressed
PGGT1B	0.0132	0.322756459521909	Q2
PGLS	0.00816	6.03777230073391	Q5 - highly expressed
PGLYRP4	0.2	0.0408511518551819	Q1 - lowly expressed
PGM1	0.00157	2.01052438051693	Q4
PGM2	0.0011	1.79032467144938	Q4
PGM3	0.00599	0.612282799215873	Q3
PGP	0.02299	1.41344590832924	Q3
PGPEP1	0.01899	0.27304188324601	Q2
PGS1	0.00686	0.487535408127339	Q2
PHACTR4	0.01128	0.179123724424991	Q1 - lowly expressed
PHAF1	0.00327	0.561931414527827	Q2
PHB2	0.00076	116.113897606142	Q5 - highly expressed
PHC1	0.01176	0.269702530104491	Q2
PHC2	0.04412	0.12946661685404	Q1 - lowly expressed
PHC3	0.02033	0.236475546640981	Q2
PHF1	0.00122	7.68896175945961	Q5 - highly expressed
PHF10	0.0029	1.86244624938478	Q4
PHF11	0.02615	2.6966657159067	Q4
PHF12	0.01372	0.951439980850466	Q3
PHF14	0.00738	0.277938553581644	Q2
PHF19	0.01123	2.28504332961344	Q4
PHF2	0.01154	0.195668688375397	Q1 - lowly expressed
PHF20	0.01697	0.256427656283401	Q2
PHF20L1	0.00517	0.332720285640848	Q2
PHF21A	0.00804	0.407293493609111	Q2
PHF3	0.00321	0.238873311455265	Q2
PHF5A	0.00607	3.1580376600565	Q4
PHF7	0.0339	0.331936279269391	Q2
PHGDH	0.00253	0.910367977588848	Q3
PHIP	0.00443	0.402767706542574	Q2
PHKB	0.00293	0.390064085840969	Q2
PHKG2	0.0107	2.64549211845501	Q4
PHPT1	0.00849	25.090590154239	Q5 - highly expressed
PHRF1	0.00804	1.33974136032561	Q3
PHTF1	0.06557	0.71432377430959	Q3
PHTF2	0.00571	0.253557119322995	Q2
PHYKPL	0.03106	1.57975580000105	Q4
PI4K2B	0.00694	0.663557520476847	Q3
PI4KA	0.00298	1.23387130217674	Q3
PIAS1	0.01201	0.344505715504683	Q2
PIAS2	0.01411	0.332145741667041	Q2
PIAS3	0.00521	1.61842682263916	Q4
PIBF1	0.01542	0.135205195962221	Q1 - lowly expressed
PICALM	0.00163	0.646455090707342	Q3
PICK1	0.00565	0.875948576733984	Q3
PIDD1	0.02556	2.3023367198331	Q4
PIEZO1	0.00218	1.51074181337983	Q4
PIEZO2	0.01308	0.124210842142902	Q1 - lowly expressed
PIF1	0.07025	2.58551224221635	Q4
PIGB	0.03869	0.453967787296204	Q2
PIGC	0.11111	0.0187921890842078	Q1 - lowly expressed
PIGF	0.04389	0.628331266568156	Q3
PIGG	0.04361	0.44009605834584	Q2
PIGH	0.0303	0.309059907930876	Q2
PIGL	0.06452	0.0447513251016852	Q1 - lowly expressed
PIGO	0.00524	2.08039673332815	Q4
PIGP	0.00712	2.08589113300739	Q4
PIGT	0.00388	1.22061690791571	Q3
PIGU	0.0069	0.302306288621003	Q2
PIGX	0.06161	0.24989541923195	Q2
PIGZ	0.125	0.0113725348455694	Q1 - lowly expressed
PIH1D1	0.00828	15.7309755963037	Q5 - highly expressed
PIK3AP1	0.0213	1.18632067577976	Q3
PIK3C2A	0.003	0.227249023925101	Q2
PIK3C2B	0.00409	0.707902989079506	Q3
PIK3C3	0.00181	0.58991279490983	Q2
PIK3CD	0.00886	1.84681166987501	Q4
PIK3R6	0.03654	3.6627218678262	Q4
PIKFYVE	0.00423	0.514230137921824	Q2
PILRB	0.0105	1.64742241055325	Q4
PIN1	0.01923	2.72726147282453	Q4
PINLYP	0.00741	0.775687623992982	Q3
PINX1	0.00505	0.218809170783742	Q2
PIP4K2A	0.00618	0.499352294091001	Q2
PIP4K2B	0.02	0.819426483618169	Q3
PIP4K2C	0.00386	1.35275949852255	Q3
